Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Global;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1000;;;6.;Non-migraine headache;;6.629.328;2.684.614;3.944.714;0;0;150.325;788.791;1.124.409;347.165;181.423;92.501;0;0;219.632;1.111.221;1.608.150;526.844;293.083;185.785
1010;;;7.;Other neurological conditions;;7.440.032;4.085.983;3.354.050;278;335.633;626.745;1.031.905;862.967;504.908;378.580;344.967;308;350.671;548.454;718.542;661.293;408.617;312.475;353.689
1020;;G.;Sense organ diseases;;;92.953.837;44.483.342;48.470.495;4.639;746.425;2.613.119;4.959.895;9.442.935;7.430.126;7.978.558;11.307.646;4.323;692.848;2.322.549;4.525.892;9.076.038;7.504.739;8.614.334;15.729.773
1030;;;1.;Glaucoma;;1.186.851;483.095;703.756;0;0;0;2.843;36.197;59.189;106.565;278.301;0;0;0;3.672;45.034;71.520;133.660;449.870
1040;;;2.;Cataracts;;7.267.755;2.685.798;4.581.957;0;0;0;13.604;276.225;444.717;701.595;1.249.657;0;0;0;23.848;428.122;676.690;1.119.738;2.333.559
1050;;;3.;Uncorrected refractive errors;;27.930.520;13.024.190;14.906.329;2.804;424.584;1.216.861;1.848.021;3.201.812;2.305.527;2.014.983;2.009.599;3.074;422.039;1.207.929;1.914.583;3.574.261;2.621.267;2.361.123;2.802.053
1060;;;4.;Macular degeneration;;1.345.368;476.425;868.943;0;0;0;0;3;40.119;113.300;323.003;0;0;0;0;8;65.638;182.065;621.232
1070;;;5.;Other vision loss;;7.380.749;3.409.564;3.971.185;74;40.913;135.021;320.778;554.598;525.824;682.498;1.149.857;86;47.965;159.012;378.152;591.630;544.352;720.393;1.529.595
1080;;;6.;Other hearing loss;;42.084.121;21.860.290;20.223.831;1.761;220.571;1.123.018;2.443.880;4.725.854;3.629.165;3.903.226;5.812.815;1.163;158.806;810.111;1.831.690;3.678.619;2.997.350;3.505.414;7.240.677
1090;;;7.;Other sense organ disorders;;5.758.474;2.543.979;3.214.495;0;60.357;138.219;330.769;648.245;425.585;456.391;484.413;0;64.037;145.497;373.947;758.364;527.922;591.940;752.788
1100;;H.;Cardiovascular diseases;;;381.098.964;208.302.546;172.796.418;91.318;1.978.967;1.316.298;8.120.009;35.276.964;40.333.624;49.269.339;71.916.028;66.960;1.753.494;1.264.256;6.168.522;20.589.530;23.968.346;36.035.039;82.950.272
1110;;;1.;Rheumatic heart disease;;10.851.489;4.521.536;6.329.952;0;193.914;322.013;906.540;1.189.771;642.935;619.132;647.232;0;194.084;366.758;1.040.725;1.614.698;957.383;1.002.684;1.153.621
1120;;;2.;Hypertensive heart disease;;16.426.901;7.461.008;8.965.893;0;30.890;13.415;230.454;1.135.794;1.364.879;1.746.236;2.939.339;0;25.067;13.881;222.611;1.056.832;1.370.485;1.900.582;4.376.434
1130;;;3.;Ischaemic heart disease;;185.412.632;107.880.004;77.532.628;0;137.548;87.992;2.927.486;19.506.400;23.105.877;25.897.079;36.217.623;0;102.218;76.626;1.758.724;8.168.149;10.526.556;16.513.095;40.387.260
1140;;;4.;Stroke;;129.656.964;67.493.135;62.163.828;37.096;654.387;429.656;2.021.373;9.156.675;11.952.665;17.342.405;25.898.877;24.189;535.004;394.358;1.655.287;7.029.728;9.090.038;13.976.875;29.458.350
1141;;;;a.;Ischaemic stroke;57.127.483;28.330.299;28.797.184;0;26.811;42.476;383.639;1.958.732;3.701.380;7.782.031;14.435.231;0;33.272;47.255;421.656;1.656.411;2.744.851;6.383.753;17.509.986
1142;;;;b.;Haemorrhagic stroke;72.529.480;39.162.836;33.366.644;37.096;627.576;387.180;1.637.735;7.197.943;8.251.286;9.560.375;11.463.646;24.189;501.732;347.103;1.233.631;5.373.316;6.345.188;7.593.122;11.948.363
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;11.647.793;7.056.351;4.591.442;22.120;479.606;163.697;909.942;2.176.485;1.298.487;932.323;1.073.692;17.353;479.879;178.530;572.762;995.756;596.929;552.860;1.197.374
1160;;;6.;Other circulatory diseases;;27.103.187;13.890.511;13.212.676;32.102;482.621;299.526;1.124.213;2.111.839;1.968.780;2.732.164;5.139.265;25.419;417.242;234.102;918.412;1.724.368;1.426.954;2.088.944;6.377.234
1170;;I.;Respiratory diseases;;;99.821.317;55.043.331;44.777.986;0;1.164.784;2.256.680;2.920.978;6.469.699;7.979.818;12.730.203;21.521.168;0;1.153.596;2.308.937;2.809.785;5.331.566;5.689.837;9.234.567;18.249.698
1180;;;1.;Chronic obstructive pulmonary disease;;68.324.543;39.007.772;29.316.771;0;161.257;178.362;866.210;3.606.448;5.784.444;10.198.988;18.212.062;0;175.159;182.159;729.015;2.448.522;3.798.269;7.082.225;14.901.422
1190;;;2.;Asthma;;24.088.537;11.581.908;12.506.629;0;827.242;1.821.782;1.710.472;2.154.475;1.565.404;1.707.824;1.794.709;0;858.246;1.866.408;1.890.704;2.503.967;1.561.690;1.714.772;2.110.843
1200;;;3.;Other respiratory diseases;;7.408.237;4.453.651;2.954.586;0;176.284;256.536;344.295;708.776;629.970;823.391;1.514.398;0;120.191;260.370;190.066;379.077;329.879;437.570;1.237.433
1210;;J.;Digestive diseases;;;84.481.661;51.248.113;33.233.547;40.462;2.643.591;1.928.730;5.329.193;16.117.907;10.169.996;7.960.358;7.057.876;30.746;2.400.900;1.973.849;4.071.964;7.289.032;5.167.820;5.174.196;7.125.040
1220;;;1.;Peptic ulcer disease;;8.346.015;4.269.468;4.076.546;0;93.243;104.328;403.692;1.047.290;817.393;828.379;975.144;0;123.976;179.205;435.465;1.022.585;605.053;672.382;1.037.881
1230;;;2.;Cirrhosis of the liver;;42.921.557;29.210.368;13.711.188;25;572.783;734.856;2.799.951;10.948.786;6.768.591;4.580.680;2.804.697;20;517.765;823.695;1.810.437;3.450.790;2.618.967;2.343.239;2.146.275
1231;;;;a.;Cirrhosis due to hepatitis B;17.163.664;12.547.776;4.615.888;0;7.139;125.746;1.200.356;5.594.228;2.807.257;1.794.094;1.018.955;0;2.074;340.138;803.588;1.444.027;820.948;674.893;530.221
1232;;;;b.;Cirrhosis due to hepatitis C;6.304.773;4.143.896;2.160.877;0;6.030;8.090;122.181;1.103.701;1.152.763;995.333;755.798;0;2.228;10.377;76.183;441.251;488.207;547.501;595.130
1233;;;;c.;Cirrhosis due to alcohol use;10.142.815;7.651.403;2.491.412;0;0;0;398.740;3.177.561;2.099.601;1.279.614;695.886;0;0;0;70.887;747.921;670.188;542.588;459.828
1234;;;;d.;Other liver cirrhosis;9.310.305;4.867.294;4.443.011;25;559.614;601.021;1.078.674;1.073.295;708.969;511.638;334.057;20;513.464;473.180;859.779;817.591;639.625;578.257;561.096
1240;;;3.;Appendicitis;;2.772.903;1.211.859;1.561.044;0;123.089;248.783;331.059;230.210;100.016;83.657;95.045;0;221.768;253.924;492.624;243.747;113.386;116.626;118.968
1241;;;4.;Gastritis and duodenitis;;2.617.908;1.031.712;1.586.196;0;47.880;46.884;96.436;282.259;168.149;165.808;224.295;0;34.423;75.534;138.474;521.866;255.191;216.575;344.132
1242;;;5.;Paralytic ileus and intestinal obstruction;;8.780.424;4.657.391;4.123.033;40.436;1.306.129;363.322;593.198;766.280;445.173;504.291;638.562;30.726;1.159.193;280.918;555.693;510.654;375.951;459.255;750.643
1244;;;6.;Inflammatory bowel disease;;1.823.644;854.641;969.002;0;72.466;33.524;109.259;219.795;139.303;130.806;149.487;0;69.506;31.230;117.620;245.502;164.823;141.479;198.842
1246;;;7.;Gallbladder and biliary diseases;;2.296.568;965.588;1.330.980;0;22.299;28.870;76.786;181.142;141.336;183.075;332.081;0;33.641;49.902;89.120;231.365;189.948;244.549;492.455
1248;;;8.;Pancreatitis;;3.679.791;2.427.617;1.252.174;0;11.439;20.589;346.829;1.072.023;436.986;285.999;253.752;0;9.521;25.374;143.553;339.627;225.046;213.196;295.858
1250;;;9.;Other digestive diseases;;11.242.852;6.619.469;4.623.383;0;394.264;347.572;571.984;1.370.123;1.153.049;1.197.664;1.584.813;0;231.107;254.067;288.978;722.896;619.454;766.895;1.739.986
1260;;K.;Genitourinary diseases;;;55.516.135;26.001.169;29.514.966;11.829;1.203.189;649.725;2.769.733;5.572.040;4.407.597;4.794.141;6.592.916;7.176;868.792;595.822;5.231.709;9.670.266;3.903.911;3.357.297;5.879.993
1270;;;1.;Kidney diseases;;34.477.503;18.705.178;15.772.325;5;640.973;514.198;2.016.118;4.163.267;3.202.497;3.445.666;4.722.454;4;496.151;486.531;1.530.172;3.161.640;2.440.966;2.771.621;4.885.240
1271;;;;a.;Acute glomerulonephritis;324.330;158.023;166.306;0;12.228;13.742;21.229;32.789;21.213;25.279;31.542;0;15.196;17.851;24.336;37.623;19.057;23.632;28.611
1272;;;;b.;Chronic kidney disease due to diabetes;13.340.857;7.581.486;5.759.372;0;17.394;19.464;297.971;1.760.488;1.698.538;1.819.366;1.968.264;0;11.655;15.465;195.330;1.210.370;1.180.424;1.355.967;1.790.161
1273;;;;c.;Other chronic kidney disease;20.812.316;10.965.669;9.846.647;5;611.351;480.992;1.696.917;2.369.990;1.482.745;1.601.021;2.722.648;4;469.300;453.216;1.310.506;1.913.646;1.241.486;1.392.023;3.066.467
1280;;;2.;Benign prostatic hyperplasia;;2.979.284;2.979.284;0;0;0;0;0;282.922;832.850;867.764;995.747;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;553.647;305.541;248.105;0;494;16.680;41.023;71.301;47.913;53.769;74.361;0;457;9.582;35.993;60.838;41.244;38.873;61.118
1300;;;4.;Other urinary diseases;;5.779.606;3.093.979;2.685.627;11.824;561.723;118.846;342.438;507.518;324.337;426.942;800.353;7.172;372.184;99.708;374.879;445.899;293.434;326.523;765.828
1310;;;5.;Infertility;;1.812.721;917.187;895.535;0;0;0;370.155;547.032;0;0;0;0;0;0;455.917;439.617;0;0;0
1320;;;6.;Gynecological diseases;;9.913.374;0;9.913.374;0;0;0;0;0;0;0;0;0;0;0;2.834.747;5.562.272;1.128.267;220.280;167.808
1330;;L.;Skin diseases;;;21.747.580;10.109.360;11.638.221;1.379;1.262.348;1.943.436;2.973.779;1.953.951;738.890;564.606;670.972;1.476;1.574.709;2.111.419;3.235.891;2.239.391;855.496;654.531;965.309
1340;;M.;Musculoskeletal diseases;;;91.631.126;37.914.900;53.716.226;0;0;540.278;5.893.792;14.005.714;7.452.154;5.435.104;4.587.859;0;0;693.255;7.536.438;18.527.200;10.665.968;8.091.645;8.201.721
1350;;;1.;Rheumatoid arthritis;;5.312.807;1.417.654;3.895.153;0;0;26.973;131.052;364.841;291.721;297.109;305.958;0;0;46.370;308.325;992.966;839.174;790.247;918.070
1360;;;2.;Osteoarthritis;;13.950.414;5.482.246;8.468.168;0;0;0;294;1.441.455;1.476.868;1.321.060;1.242.569;0;0;124;95;1.992.697;2.142.438;1.997.307;2.335.508
1370;;;3.;Gout;;952.043;708.978;243.065;0;0;0;26.418;220.149;164.812;152.047;145.551;0;0;0;8.201;56.044;49.084;54.087;75.650
1380;;;4.;Back and neck pain;;42.384.328;18.740.269;23.644.059;0;0;372.576;2.915.809;7.496.386;3.613.102;2.345.444;1.996.952;0;0;407.417;3.146.151;8.879.402;4.729.289;3.193.804;3.287.996
1390;;;5.;Other musculoskeletal disorders;;29.031.534;11.565.752;17.465.781;0;0;140.729;2.820.219;4.482.882;1.905.651;1.319.443;896.828;0;0;239.344;4.073.667;6.606.090;2.905.982;2.056.200;1.584.498
1400;;N.;Congenital anomalies;;;64.934.487;33.177.086;31.757.401;14.806.222;10.661.658;2.615.220;2.384.057;1.647.196;535.780;327.946;199.007;13.204.873;10.893.059;2.637.841;2.259.289;1.605.173;550.638;353.445;253.082
1410;;;1.;Neural tube defects;;6.487.119;3.537.942;2.949.177;1.854.216;964.728;225.732;210.987;175.110;54.084;31.388;21.698;1.316.503;703.042;251.001;271.612;241.049;78.346;47.613;40.010
1420;;;2.;Cleft lip and cleft palate;;355.530;170.066;185.464;96.142;56.527;3.782;5.104;4.933;1.686;1.050;842;117.859;45.797;4.325;6.064;6.440;2.289;1.411;1.280
1430;;;3.;Down syndrome;;1.394.345;728.989;665.356;184.863;278.487;58.800;79.638;71.328;37.746;17.253;876;146.392;236.679;53.023;80.522;86.665;41.596;19.105;1.374
1440;;;4.;Congenital heart anomalies;;23.646.718;12.364.613;11.282.105;5.308.606;5.046.710;910.922;686.283;304.366;57.360;31.258;19.108;4.372.429;4.936.925;879.931;638.138;316.759;67.035;39.862;31.026
1450;;;5.;Other chromosomal anomalies;;2.789.474;1.163.049;1.626.425;411.332;399.887;179.441;131.595;22.052;4.652;1.941;12.150;578.594;626.950;216.063;152.002;31.579;5.712;2.779;12.745
1460;;;6.;Other congenital anomalies;;30.261.301;15.212.426;15.048.875;6.951.064;3.915.321;1.236.543;1.270.449;1.069.408;380.251;245.056;144.334;6.673.096;4.343.665;1.233.499;1.110.952;922.680;355.660;242.676;166.648
1470;;O.;Oral conditions;;;16.760.911;7.880.104;8.880.807;0;28.941;310.117;969.006;2.468.975;1.489.599;1.303.136;1.310.329;0;25.187;350.269;1.055.348;2.508.484;1.552.676;1.485.070;1.903.772
1480;;;1.;Dental caries;;1.746.504;849.363;897.141;0;28.941;135.487;244.268;265.226;85.134;51.369;38.937;0;25.187;142.982;250.744;270.617;90.573;59.216;57.822
1490;;;2.;Periodontal disease;;4.306.810;2.329.744;1.977.067;0;0;86;186.835;1.034.509;559.940;333.784;214.589;0;0;91;137.970;823.499;475.113;302.474;237.920
1500;;;3.;Edentulism;;7.051.948;3.088.034;3.963.914;0;0;86;96.666;586.466;633.372;793.380;978.064;0;0;91;126.917;686.171;714.005;955.649;1.481.081
1502;;;4.;Other oral disorders;;3.655.649;1.612.963;2.042.686;0;0;174.458;441.237;582.773;211.152;124.603;78.739;0;0;207.105;539.718;728.197;272.986;167.732;126.949
1505;;P.;Sudden infant death syndrome;;;3.456.144;1.942.847;1.513.297;47.560;1.895.287;0;0;0;0;0;0;40.575;1.472.722;0;0;0;0;0;0
1510;III.;Injuries;;;;299.207.890;198.399.881;100.808.009;2.157.888;17.824.351;18.783.263;63.092.503;56.737.679;18.464.263;11.444.430;9.895.504;1.580.344;14.753.322;12.486.254;25.140.502;21.194.822;8.714.275;7.270.818;9.667.671
1520;;A.;Unintentional injuries;;;223.537.615;145.537.990;77.999.626;2.156.916;16.985.450;17.026.879;39.947.940;37.965.728;13.836.319;9.193.789;8.424.969;1.579.363;13.964.658;11.066.262;15.139.727;14.690.874;6.835.734;6.065.778;8.657.229
1530;;;1.;Road injury;;78.682.302;57.146.739;21.535.563;331.614;3.061.278;4.540.711;21.199.856;17.497.269;5.395.339;3.047.883;2.072.789;154.573;2.489.515;2.847.915;5.632.827;5.251.071;2.196.485;1.558.065;1.405.113
1540;;;2.;Poisonings;;6.758.041;3.955.370;2.802.671;135.581;1.022.540;487.008;936.524;806.898;260.018;171.804;134.997;209.758;818.761;259.975;582.270;505.570;163.772;147.007;115.559
1550;;;3.;Falls;;34.758.530;20.362.856;14.395.674;320.959;1.420.477;1.589.978;3.066.101;5.361.777;2.879.895;2.439.598;3.284.071;196.355;1.149.102;936.797;1.550.764;2.363.528;1.718.845;2.087.065;4.393.218
1560;;;4.;Fire, heat and hot substances;;11.234.661;5.130.812;6.103.848;87.081;1.140.903;607.639;999.100;1.248.012;474.258;307.441;266.377;67.883;1.199.433;686.756;1.808.144;1.284.201;415.218;306.246;335.968
1570;;;5.;Drowning;;22.491.760;15.039.590;7.452.169;85.328;3.797.798;4.157.767;3.553.277;2.152.353;623.843;380.493;288.731;52.565;2.966.832;2.050.393;1.034.910;641.502;243.901;207.560;254.506
1575;;;6.;Exposure to mechanical forces;;13.394.383;9.338.352;4.056.032;478.737;1.538.146;850.499;2.121.848;2.482.150;904.532;545.867;416.573;322.340;1.050.819;477.511;586.089;745.840;335.883;258.138;279.410
1580;;;7.;Natural disasters;;12.264.683;7.175.700;5.088.983;16.455;864.893;1.725.263;1.980.136;1.452.085;519.251;422.825;194.792;17.313;909.278;1.572.758;1.107.491;770.043;304.097;262.703;145.299
1590;;;8.;Other unintentional injuries;;43.953.256;27.388.570;16.564.685;701.161;4.139.415;3.068.014;6.091.097;6.965.185;2.779.183;1.877.879;1.766.638;558.576;3.380.917;2.234.158;2.837.233;3.129.119;1.457.533;1.238.994;1.728.155
1600;;B.;Intentional injuries;;;75.670.274;52.861.890;22.808.384;972;838.902;1.756.384;23.144.563;18.771.950;4.627.944;2.250.641;1.470.534;981;788.664;1.419.992;10.000.775;6.503.949;1.878.541;1.205.040;1.010.442
1610;;;1.;Self-harm;;38.432.257;24.014.835;14.417.423;0;0;440.534;8.937.584;9.144.937;2.825.241;1.537.381;1.129.158;0;0;401.517;6.803.074;4.124.755;1.359.836;932.844;795.397
1620;;;2.;Interpersonal violence;;31.444.775;24.511.086;6.933.689;7;779.326;924.297;12.341.636;8.116.873;1.472.655;585.875;290.416;6;728.739;710.014;2.677.061;1.958.881;436.497;232.193;190.297
1630;;;3.;Collective violence and legal intervention;;5.793.242;4.335.970;1.457.272;965;59.576;391.553;1.865.343;1.510.141;330.047;127.386;50.959;975;59.925;308.461;520.641;420.313;82.207;40.002;24.748
