Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Western Pacific Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1140;;;4.;Stroke;;55.084.760;29.666.649;25.418.111;8.223;79.801;54.264;396.089;2.722.664;4.291.176;9.275.245;12.839.187;6.279;47.649;53.347;302.112;2.337.717;3.783.255;7.326.180;11.561.572
1141;;;;a.;Ischaemic stroke;22.995.414;12.125.453;10.869.961;0;5.259;11.017;82.988;598.242;1.325.846;3.673.975;6.428.126;0;4.509;12.302;91.276;624.308;1.219.449;2.977.022;5.941.095
1142;;;;b.;Haemorrhagic stroke;32.089.346;17.541.196;14.548.150;8.223;74.542;43.247;313.101;2.124.422;2.965.331;5.601.270;6.411.061;6.279;43.140;41.046;210.836;1.713.409;2.563.806;4.349.158;5.620.476
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;1.718.333;920.523;797.810;7.288;91.513;30.316;105.917;196.748;116.413;162.303;210.026;5.735;72.462;31.983;89.267;144.564;90.105;122.276;241.418
1160;;;6.;Other circulatory diseases;;6.023.581;2.884.359;3.139.223;13.988;68.537;38.606;136.544;319.083;348.563;668.883;1.290.155;10.860;48.281;23.012;121.683;332.699;327.098;588.397;1.687.192
1170;;I.;Respiratory diseases;;;26.960.037;14.954.701;12.005.336;0;105.462;349.381;473.097;1.110.482;1.419.637;3.720.371;7.776.271;0;112.341;374.959;506.928;1.136.337;1.136.890;2.584.891;6.152.991
1180;;;1.;Chronic obstructive pulmonary disease;;21.215.716;12.001.534;9.214.182;0;5.475;20.300;118.976;627.034;1.079.213;3.211.301;6.939.234;0;5.627;21.811;117.769;572.483;832.540;2.219.128;5.444.825
1190;;;2.;Asthma;;4.022.134;1.883.116;2.139.018;0;90.497;296.809;312.483;367.724;215.403;269.183;331.016;0;95.540;315.208;354.530;487.309;246.070;269.908;370.453
1200;;;3.;Other respiratory diseases;;1.722.187;1.070.051;652.136;0;9.490;32.272;41.638;115.724;125.020;239.887;506.020;0;11.173;37.941;34.629;76.545;58.281;95.855;337.713
1210;;J.;Digestive diseases;;;13.761.131;7.949.872;5.811.259;9.571;195.000;97.319;337.758;1.853.523;1.668.012;2.007.645;1.781.043;5.631;156.976;141.379;238.864;1.246.464;983.861;1.306.560;1.731.526
1220;;;1.;Peptic ulcer disease;;1.882.847;928.927;953.920;0;2.100;5.033;38.056;157.545;155.222;263.960;307.011;0;1.735;7.594;41.442;259.734;149.216;198.858;295.340
1230;;;2.;Cirrhosis of the liver;;6.465.349;4.429.641;2.035.709;2;13.873;20.091;132.949;1.251.129;1.136.383;1.158.443;716.771;2;10.599;19.761;77.650;399.036;425.751;579.733;523.178
1231;;;;a.;Cirrhosis due to hepatitis B;3.501.360;2.576.638;924.722;0;87;760;56.265;750.367;646.849;697.893;424.418;0;42;371;16.473;193.554;201.078;279.287;233.917
1232;;;;b.;Cirrhosis due to hepatitis C;392.561;282.034;110.527;0;39;111;2.841;60.303;76.568;80.476;61.695;0;15;43;1.098;14.858;18.804;29.393;46.317
1233;;;;c.;Cirrhosis due to alcohol use;1.109.283;803.642;305.640;0;0;0;7.163;238.951;237.030;200.763;119.735;0;0;0;2.303;63.368;72.344;87.188;80.437
1234;;;;d.;Other liver cirrhosis;1.462.146;767.326;694.820;2;13.746;19.220;66.680;201.507;175.936;179.312;110.923;2;10.543;19.347;57.777;127.256;133.525;183.864;162.508
1240;;;3.;Appendicitis;;150.723;74.219;76.503;0;4.045;8.824;15.020;16.021;7.876;10.149;12.284;0;3.245;10.648;13.161;17.301;8.237;9.590;14.322
1241;;;4.;Gastritis and duodenitis;;1.245.834;372.644;873.190;0;3.853;4.933;11.408;64.366;61.090;107.024;119.970;0;4.821;24.147;29.424;279.776;153.264;164.543;217.215
1242;;;5.;Paralytic ileus and intestinal obstruction;;779.868;426.331;353.537;9.570;135.980;10.896;18.378;31.924;30.947;61.466;127.170;5.629;107.093;7.661;12.145;25.735;23.563;44.011;127.700
1244;;;6.;Inflammatory bowel disease;;488.826;201.212;287.614;0;5.948;3.501;13.011;44.919;39.740;50.630;43.464;0;5.373;4.178;12.698;76.382;69.744;69.136;50.105
1246;;;7.;Gallbladder and biliary diseases;;528.260;219.107;309.153;0;1.072;1.196;5.039;24.299;26.485;53.997;107.019;0;1.927;1.895;6.673;36.915;40.573;68.514;152.655
1248;;;8.;Pancreatitis;;533.752;339.278;194.474;0;577;2.003;62.754;117.792;48.828;55.719;51.606;0;334;2.650;17.298;45.824;31.358;44.636;52.374
1250;;;9.;Other digestive diseases;;1.685.672;958.514;727.157;0;27.553;40.842;41.144;145.527;161.443;246.256;295.749;0;21.849;62.845;28.373;105.760;82.155;127.539;298.635
1260;;K.;Genitourinary diseases;;;14.034.205;5.812.831;8.221.374;644;56.338;60.202;344.918;1.048.574;893.860;1.479.203;1.929.091;366;39.465;53.360;1.113.410;3.019.086;1.099.114;1.156.531;1.740.042
1270;;;1.;Kidney diseases;;8.413.200;4.163.175;4.250.025;1;37.684;53.248;244.159;731.676;651.659;1.056.635;1.388.113;1;28.808;46.629;225.815;726.686;659.019;1.024.167;1.538.900
1271;;;;a.;Acute glomerulonephritis;236.268;111.508;124.761;0;2.751;4.867;9.807;20.570;14.085;28.462;30.967;0;3.234;5.447;12.743;29.182;17.571;28.979;27.603
1272;;;;b.;Chronic kidney disease due to diabetes;4.273.354;2.155.019;2.118.335;0;1.533;4.200;95.690;447.884;389.361;573.809;642.542;0;888;2.889;72.603;415.963;379.599;551.942;694.451
1273;;;;c.;Other chronic kidney disease;3.903.578;1.896.649;2.006.929;1;33.399;44.182;138.663;263.223;248.213;454.365;714.604;0;24.686;38.292;140.469;281.541;261.848;443.246;816.846
1280;;;2.;Benign prostatic hyperplasia;;995.635;995.635;0;0;0;0;25;76.105;187.161;337.270;395.074;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;165.608;84.388;81.220;0;50;703;3.824;17.654;15.450;21.918;24.788;0;96;1.099;4.232;19.321;15.004;17.053;24.415
1300;;;4.;Other urinary diseases;;663.746;319.565;344.182;644;18.604;6.251;20.435;49.545;39.590;63.380;121.116;365;10.561;5.632;25.515;61.573;42.700;56.444;141.391
1310;;;5.;Infertility;;553.207;250.068;303.139;0;0;0;76.474;173.594;0;0;0;0;0;0;107.268;195.871;0;0;0
1320;;;6.;Gynecological diseases;;3.242.808;0;3.242.808;0;0;0;0;0;0;0;0;0;0;0;750.578;2.015.635;382.391;58.868;35.336
1330;;L.;Skin diseases;;;5.387.131;2.583.982;2.803.149;215;187.150;389.428;747.974;605.948;245.745;204.242;203.279;215;189.694;391.221;773.660;674.998;267.229;224.902;281.231
1340;;M.;Musculoskeletal diseases;;;26.986.375;10.586.866;16.399.509;0;0;87.549;1.235.566;3.793.536;2.186.300;1.858.528;1.425.387;0;0;114.069;1.725.188;5.617.785;3.541.264;2.996.066;2.405.135
1350;;;1.;Rheumatoid arthritis;;1.467.513;373.265;1.094.248;0;0;3.716;24.350;88.850;73.512;91.878;90.960;0;0;6.399;63.946;279.648;240.682;262.376;241.196
1360;;;2.;Osteoarthritis;;5.164.223;1.989.732;3.174.491;0;0;0;150;477.099;530.849;552.448;429.186;0;0;0;84;740.251;816.063;849.728;768.364
1370;;;3.;Gout;;347.655;257.265;90.389;0;0;0;7.856;71.959;58.405;64.854;54.192;0;0;0;2.347;20.171;18.613;23.439;25.820
1380;;;4.;Back and neck pain;;12.613.297;5.461.379;7.151.918;0;0;69.427;691.541;2.176.442;1.088.434;800.630;634.904;0;0;72.687;738.306;2.723.086;1.556.256;1.114.323;947.260
1390;;;5.;Other musculoskeletal disorders;;7.393.689;2.505.225;4.888.464;0;0;14.406;511.670;979.186;435.100;348.719;216.144;0;0;34.983;920.505;1.854.629;909.651;746.201;422.495
1400;;N.;Congenital anomalies;;;8.386.971;4.153.172;4.233.799;1.479.850;1.332.498;325.297;388.146;349.871;130.121;95.202;52.186;1.264.446;1.351.895;376.215;463.673;425.114;160.867;121.243;70.346
1410;;;1.;Neural tube defects;;403.649;166.059;237.590;87.267;17.078;9.264;15.510;19.531;7.839;5.686;3.884;67.378;19.270;22.301;38.614;48.090;18.863;13.421;9.654
1420;;;2.;Cleft lip and cleft palate;;55.814;26.249;29.565;17.356;5.364;537;864;1.096;466;328;239;17.229;4.672;1.069;1.836;2.485;977;740;557
1430;;;3.;Down syndrome;;141.985;68.096;73.889;14.662;21.535;5.719;9.364;10.481;3.960;2.305;70;12.751;18.507;6.162;11.374;16.924;5.729;2.364;78
1440;;;4.;Congenital heart anomalies;;4.285.116;2.113.864;2.171.252;783.373;924.583;153.815;147.888;71.844;16.150;10.463;5.749;655.073;946.767;184.695;199.829;121.255;30.234;20.686;12.712
1450;;;5.;Other chromosomal anomalies;;251.664;91.402;160.262;33.914;28.251;11.013;11.068;3.394;773;385;2.604;42.553;54.190;28.423;22.782;7.326;1.311;785;2.893
1460;;;6.;Other congenital anomalies;;3.248.742;1.687.501;1.561.241;543.277;335.687;144.950;203.453;243.524;100.934;76.035;39.640;469.463;308.489;133.564;189.239;229.033;103.755;83.246;44.452
1470;;O.;Oral conditions;;;4.177.924;2.003.386;2.174.537;0;5.132;56.455;188.991;520.520;387.847;434.484;409.957;0;4.311;60.475;208.649;543.027;391.165;453.487;513.421
1480;;;1.;Dental caries;;394.906;194.529;200.377;0;5.132;22.825;50.051;65.338;23.539;17.002;10.641;0;4.311;22.786;49.823;66.087;24.496;18.492;14.382
1490;;;2.;Periodontal disease;;887.022;499.658;387.365;0;0;44;14.832;158.771;136.758;116.326;72.927;0;0;45;11.016;114.771;100.774;91.017;69.741
1500;;;3.;Edentulism;;1.830.750;832.985;997.765;0;0;44;14.975;116.749;153.584;249.281;298.352;0;0;45;18.697;141.437;172.389;277.366;387.829
1502;;;4.;Other oral disorders;;1.065.245;476.214;589.030;0;0;33.543;109.132;179.662;73.966;51.875;28.038;0;0;37.599;129.113;220.732;93.505;66.613;41.469
1505;;P.;Sudden infant death syndrome;;;194.862;104.757;90.105;5.887;98.869;0;0;0;0;0;0;4.961;85.144;0;0;0;0;0;0
1510;III.;Injuries;;;;53.323.215;33.888.141;19.435.074;285.933;1.740.695;2.007.225;7.745.031;10.407.263;4.661.185;3.974.711;3.066.098;224.642;1.389.004;1.268.828;3.252.720;5.385.958;2.617.349;2.552.668;2.743.904
1520;;A.;Unintentional injuries;;;42.697.026;27.445.685;15.251.341;285.902;1.685.607;1.881.558;6.015.967;8.161.462;3.737.716;3.184.610;2.492.863;224.611;1.337.316;1.158.534;2.283.356;3.950.464;1.997.186;1.981.921;2.317.953
1530;;;1.;Road injury;;18.666.995;12.735.945;5.931.050;18.367;303.562;559.829;3.481.579;4.349.963;1.832.052;1.404.204;786.388;11.733;288.476;404.997;1.170.469;1.870.260;880.222;778.667;526.225
1540;;;2.;Poisonings;;980.166;457.018;523.148;9.756;40.188;39.363;87.075;116.819;58.402;62.411;43.005;8.285;33.753;47.512;109.807;153.542;61.103;62.851;46.295
1550;;;3.;Falls;;7.470.084;4.436.125;3.033.959;10.074;120.252;175.973;610.115;1.236.853;725.873;729.692;827.293;7.989;89.929;111.401;266.117;635.664;417.914;511.943;993.001
1560;;;4.;Fire, heat and hot substances;;1.071.982;585.104;486.878;3.551;55.166;33.332;96.267;170.959;81.061;72.624;72.145;3.573;48.605;30.315;75.333;138.604;65.019;56.063;69.367
1570;;;5.;Drowning;;4.220.608;2.682.511;1.538.097;10.707;501.216;771.544;588.139;358.649;138.592;161.716;151.948;10.142;326.796;348.422;204.321;241.592;111.122;138.063;157.640
1575;;;6.;Exposure to mechanical forces;;3.384.423;2.260.237;1.124.186;135.747;290.071;78.116;355.213;676.759;323.719;250.435;150.176;95.822;238.520;54.237;112.899;271.138;130.146;115.534;105.890
1580;;;7.;Natural disasters;;52.378;33.601;18.777;8;593;2.050;5.693;13.186;5.297;4.170;2.604;9;624;1.678;3.372;6.257;2.406;2.226;2.207
1590;;;8.;Other unintentional injuries;;6.850.391;4.255.145;2.595.245;97.692;374.560;221.352;791.885;1.238.273;572.720;499.358;459.304;87.059;310.614;159.972;341.038;633.406;329.254;316.575;417.327
1600;;B.;Intentional injuries;;;10.626.189;6.442.457;4.183.732;31;55.088;125.667;1.729.065;2.245.801;923.469;790.101;573.235;31;51.688;110.294;969.364;1.435.494;620.163;570.747;425.951
1610;;;1.;Self-harm;;7.232.376;3.940.088;3.292.288;0;0;43.237;917.451;1.280.247;593.886;612.852;492.413;0;0;40.067;729.756;1.124.411;519.758;502.126;376.171
1620;;;2.;Interpersonal violence;;2.901.990;2.072.631;829.359;1;53.153;72.114;709.610;812.997;236.132;124.520;64.104;1;49.838;63.585;226.587;286.994;91.791;63.823;46.740
1630;;;3.;Collective violence and legal intervention;;491.823;429.738;62.085;30;1.935;10.316;102.003;152.558;93.450;52.729;16.718;30;1.850;6.642;13.021;24.090;8.613;4.798;3.040
