Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Western Pacific Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1140;;;4.;Stroke;;56.154.228;30.311.841;25.842.387;7.443;72.953;52.854;379.569;2.699.591;4.385.465;9.579.659;13.134.306;5.631;42.714;51.365;288.314;2.311.188;3.880.678;7.540.091;11.722.406
1141;;;;a.;Ischaemic stroke;23.540.856;12.438.526;11.102.329;0;4.776;10.731;79.058;591.112;1.363.849;3.806.988;6.582.013;0;4.046;12.113;87.183;619.966;1.263.391;3.083.655;6.031.976
1142;;;;b.;Haemorrhagic stroke;32.613.372;17.873.314;14.740.057;7.443;68.177;42.123;300.511;2.108.480;3.021.617;5.772.670;6.552.293;5.631;38.668;39.252;201.132;1.691.222;2.617.286;4.456.436;5.690.430
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;1.737.625;930.432;807.192;6.797;85.739;30.309;104.239;199.580;120.250;168.076;215.443;5.214;65.778;31.487;87.961;146.021;93.434;128.667;248.631
1160;;;6.;Other circulatory diseases;;6.159.520;2.929.954;3.229.566;12.621;63.043;38.436;133.776;317.891;353.855;686.468;1.323.865;9.940;44.282;23.127;119.328;333.140;339.306;618.534;1.741.909
1170;;I.;Respiratory diseases;;;27.229.087;15.142.898;12.086.189;0;102.340;355.902;464.802;1.106.791;1.426.754;3.791.966;7.894.343;0;109.357;382.107;496.551;1.129.582;1.146.033;2.636.883;6.185.676
1180;;;1.;Chronic obstructive pulmonary disease;;21.412.411;12.154.384;9.258.027;0;5.159;20.259;116.133;620.332;1.080.489;3.270.735;7.041.276;0;5.268;21.579;114.316;562.365;833.148;2.259.265;5.462.087
1190;;;2.;Asthma;;4.064.645;1.902.823;2.161.822;0;88.132;302.825;307.756;370.850;219.156;276.940;337.164;0;93.498;321.997;347.832;489.857;252.365;278.073;378.199
1200;;;3.;Other respiratory diseases;;1.752.031;1.085.692;666.340;0;9.048;32.819;40.913;115.609;127.109;244.291;515.903;0;10.592;38.531;34.404;77.360;60.519;99.544;345.390
1210;;J.;Digestive diseases;;;13.980.154;8.060.238;5.919.916;8.746;180.813;97.757;326.290;1.846.959;1.703.087;2.069.138;1.827.448;5.226;146.616;141.054;231.798;1.246.738;1.014.575;1.353.857;1.780.051
1220;;;1.;Peptic ulcer disease;;1.902.081;934.663;967.418;0;1.894;5.028;36.579;154.987;157.110;269.026;310.040;0;1.548;7.456;40.098;259.987;153.519;204.609;300.201
1230;;;2.;Cirrhosis of the liver;;6.584.151;4.508.368;2.075.782;2;13.396;20.159;128.692;1.249.387;1.160.799;1.197.610;738.325;2;10.079;19.521;75.309;398.312;437.351;598.636;536.573
1231;;;;a.;Cirrhosis due to hepatitis B;3.573.034;2.628.178;944.856;0;84;762;54.536;749.145;662.280;724.027;437.344;0;39;366;16.009;192.817;206.794;288.793;240.038
1232;;;;b.;Cirrhosis due to hepatitis C;397.357;285.256;112.101;0;37;111;2.766;60.642;77.180;80.978;63.540;0;14;43;1.075;15.029;18.927;29.598;47.416
1233;;;;c.;Cirrhosis due to alcohol use;1.128.050;816.107;311.943;0;0;0;7.004;237.668;241.177;206.974;123.283;0;0;0;2.260;62.875;74.233;90.059;82.516
1234;;;;d.;Other liver cirrhosis;1.485.710;778.828;706.882;2;13.275;19.285;64.385;201.931;180.162;185.630;114.158;2;10.026;19.113;55.965;127.590;137.397;190.186;166.603
1240;;;3.;Appendicitis;;150.842;74.098;76.744;0;3.810;8.716;14.427;16.007;8.049;10.533;12.557;0;3.062;10.432;12.652;17.387;8.401;9.936;14.875
1241;;;4.;Gastritis and duodenitis;;1.277.662;384.578;893.083;0;3.731;4.881;11.502;65.422;64.235;111.904;122.903;0;4.763;24.258;28.657;279.327;159.323;172.638;224.117
1242;;;5.;Paralytic ileus and intestinal obstruction;;774.167;419.745;354.421;8.745;124.574;11.054;17.491;32.450;32.015;62.902;130.515;5.225;99.062;7.600;11.901;26.074;24.562;46.312;133.685
1244;;;6.;Inflammatory bowel disease;;501.214;206.025;295.189;0;5.504;3.546;12.670;45.294;41.029;52.908;45.074;0;5.062;4.277;12.266;76.275;72.578;72.371;52.359
1246;;;7.;Gallbladder and biliary diseases;;542.382;224.826;317.556;0;991;1.270;4.793;24.293;27.048;55.934;110.498;0;1.803;1.793;6.558;37.349;42.116;71.241;156.695
1248;;;8.;Pancreatitis;;537.549;338.743;198.806;0;544;2.171;60.414;115.825;49.214;57.676;52.899;0;314;2.548;16.783;46.117;32.138;46.310;54.597
1250;;;9.;Other digestive diseases;;1.710.107;969.190;740.917;0;26.370;40.932;39.722;143.296;163.587;250.646;304.637;0;20.924;63.169;27.573;105.911;84.588;131.804;306.949
1260;;K.;Genitourinary diseases;;;14.304.612;5.968.944;8.335.668;611;52.793;60.113;340.677;1.062.908;923.454;1.535.546;1.992.841;354;36.957;52.630;1.090.368;3.029.637;1.139.746;1.197.329;1.788.647
1270;;;1.;Kidney diseases;;8.633.037;4.281.840;4.351.197;1;35.369;53.132;241.642;745.721;674.832;1.097.375;1.433.768;1;26.880;45.963;221.588;731.994;681.037;1.060.510;1.583.225
1271;;;;a.;Acute glomerulonephritis;237.310;111.473;125.837;0;2.560;4.908;9.255;20.279;14.203;28.980;31.289;0;3.013;5.605;12.274;28.963;17.967;29.812;28.202
1272;;;;b.;Chronic kidney disease due to diabetes;4.391.255;2.216.791;2.174.464;0;1.434;4.175;95.134;456.289;402.565;594.535;662.658;0;825;2.843;71.556;419.035;393.143;571.712;715.351
1273;;;;c.;Other chronic kidney disease;4.004.472;1.953.576;2.050.896;1;31.375;44.050;137.254;269.152;258.065;473.860;739.820;0;23.042;37.515;137.759;283.995;269.927;458.986;839.672
1280;;;2.;Benign prostatic hyperplasia;;1.027.482;1.027.482;0;0;0;0;25;76.509;191.919;350.561;408.468;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;170.264;86.678;83.586;0;49;734;3.745;17.785;15.937;22.709;25.718;0;94;1.115;4.151;19.474;15.590;17.925;25.238
1300;;;4.;Other urinary diseases;;674.600;324.490;350.110;610;17.375;6.246;19.993;49.711;40.766;64.901;124.887;353;9.983;5.553;25.086;61.935;44.232;58.692;144.275
1310;;;5.;Infertility;;557.459;248.454;309.005;0;0;0;75.273;173.182;0;0;0;0;0;0;107.189;201.815;0;0;0
1320;;;6.;Gynecological diseases;;3.241.771;0;3.241.771;0;0;0;0;0;0;0;0;0;0;0;732.353;2.014.419;398.886;60.202;35.909
1330;;L.;Skin diseases;;;5.409.402;2.594.548;2.814.854;210;183.860;391.671;731.132;609.478;253.849;212.339;212.009;210;186.783;393.504;753.951;677.389;276.493;234.455;292.069
1340;;M.;Musculoskeletal diseases;;;27.375.969;10.746.799;16.629.170;0;0;87.284;1.214.998;3.799.453;2.250.483;1.920.020;1.474.562;0;0;113.017;1.685.870;5.603.445;3.647.697;3.101.867;2.477.274
1350;;;1.;Rheumatoid arthritis;;1.501.775;382.102;1.119.672;0;0;3.769;23.768;88.846;75.761;95.620;94.338;0;0;6.394;62.436;278.511;249.123;273.169;250.040
1360;;;2.;Osteoarthritis;;5.305.293;2.045.312;3.259.981;0;0;0;173;477.923;548.238;574.181;444.797;0;0;0;83;738.833;843.246;883.146;794.674
1370;;;3.;Gout;;354.614;262.808;91.806;0;0;0;7.772;71.852;60.226;67.175;55.783;0;0;0;2.316;20.166;19.151;24.038;26.135
1380;;;4.;Back and neck pain;;12.788.900;5.535.106;7.253.795;0;0;69.164;681.540;2.180.984;1.119.259;825.481;658.677;0;0;72.116;726.084;2.723.884;1.603.792;1.153.121;974.799
1390;;;5.;Other musculoskeletal disorders;;7.425.387;2.521.470;4.903.917;0;0;14.350;501.744;979.847;446.999;357.562;220.967;0;0;34.508;894.952;1.842.052;932.384;768.394;431.627
1400;;N.;Congenital anomalies;;;8.094.914;3.998.119;4.096.795;1.403.273;1.251.488;325.674;377.379;352.799;135.196;98.599;53.711;1.203.063;1.273.582;377.128;450.572;426.981;167.076;125.693;72.700
1410;;;1.;Neural tube defects;;395.302;161.505;233.796;82.049;15.901;9.383;15.609;20.203;8.282;5.989;4.089;63.136;18.394;22.334;37.996;48.369;19.618;13.934;10.015
1420;;;2.;Cleft lip and cleft palate;;52.434;24.549;27.885;15.963;5.011;547;860;1.118;456;343;251;15.866;4.362;1.071;1.777;2.473;1.002;761;572
1430;;;3.;Down syndrome;;142.024;67.759;74.264;14.437;21.237;5.700;9.350;10.618;4.254;2.105;58;12.619;18.226;6.125;11.156;17.404;6.045;2.581;109
1440;;;4.;Congenital heart anomalies;;4.076.805;2.002.088;2.074.717;739.318;861.357;153.145;142.389;72.459;16.669;10.697;6.054;622.424;885.350;184.981;193.690;121.807;31.676;21.480;13.308
1450;;;5.;Other chromosomal anomalies;;253.629;92.487;161.143;34.346;28.637;11.091;11.021;3.629;872;429;2.461;43.119;54.757;28.635;22.229;7.330;1.364;774;2.934
1460;;;6.;Other congenital anomalies;;3.174.720;1.649.731;1.524.989;517.161;319.345;145.807;198.150;244.772;104.663;79.036;40.797;445.899;292.494;133.980;183.723;229.598;107.370;86.162;45.762
1470;;O.;Oral conditions;;;4.264.951;2.045.011;2.219.941;0;5.015;57.064;185.786;521.961;400.055;450.496;424.634;0;4.239;61.127;204.619;544.492;404.740;471.492;529.231
1480;;;1.;Dental caries;;396.142;195.053;201.089;0;5.015;23.122;49.153;65.306;24.002;17.490;10.965;0;4.239;23.152;48.745;66.020;25.103;19.029;14.801
1490;;;2.;Periodontal disease;;909.574;511.270;398.305;0;0;43;14.610;158.391;141.374;120.744;76.108;0;0;44;10.869;114.715;104.859;94.900;72.918
1500;;;3.;Edentulism;;1.885.071;858.350;1.026.721;0;0;43;14.973;117.769;158.154;258.660;308.751;0;0;44;18.728;142.462;178.264;288.605;398.618
1502;;;4.;Other oral disorders;;1.074.164;480.338;593.826;0;0;33.857;107.050;180.494;76.525;53.601;28.811;0;0;37.887;126.278;221.295;96.514;68.958;42.893
1505;;P.;Sudden infant death syndrome;;;188.026;101.002;87.024;5.686;95.316;0;0;0;0;0;0;4.773;82.251;0;0;0;0;0;0
1510;III.;Injuries;;;;51.816.864;33.026.269;18.790.594;265.634;1.634.571;1.967.414;7.456.923;10.117.454;4.575.504;3.938.576;3.070.195;207.519;1.298.535;1.239.546;3.083.209;5.178.627;2.558.928;2.510.963;2.713.268
1520;;A.;Unintentional injuries;;;41.230.939;26.581.714;14.649.226;265.564;1.579.303;1.826.545;5.721.737;7.884.011;3.666.261;3.148.193;2.490.099;207.447;1.247.658;1.118.448;2.138.233;3.766.150;1.941.587;1.939.636;2.290.066
1530;;;1.;Road injury;;18.353.472;12.564.366;5.789.106;17.127;278.487;548.946;3.373.544;4.296.216;1.838.447;1.413.088;798.511;10.875;265.828;393.468;1.119.859;1.825.134;876.610;774.120;523.212
1540;;;2.;Poisonings;;954.195;443.810;510.384;9.081;37.196;38.709;80.932;113.960;58.075;62.919;42.938;7.643;31.196;46.952;102.376;150.067;61.433;63.974;46.743
1550;;;3.;Falls;;7.239.666;4.301.087;2.938.578;9.333;112.993;170.317;566.616;1.176.443;704.785;724.916;835.684;7.648;85.226;106.320;245.384;598.839;402.497;500.387;992.277
1560;;;4.;Fire, heat and hot substances;;1.005.180;549.172;456.007;3.348;52.020;31.227;86.419;154.364;76.414;71.219;74.161;3.412;45.838;28.926;67.428;125.945;60.096;54.012;70.350
1570;;;5.;Drowning;;4.092.900;2.602.000;1.490.900;10.103;470.474;752.234;559.247;355.949;139.761;162.703;151.528;9.453;304.349;340.086;194.016;237.203;111.071;138.789;155.935
1575;;;6.;Exposure to mechanical forces;;3.152.077;2.104.841;1.047.236;123.456;267.131;74.268;320.998;628.544;306.626;238.962;144.855;85.575;216.164;52.392;103.215;253.071;123.448;110.475;102.897
1580;;;7.;Natural disasters;;52.251;32.650;19.602;18;1.074;2.518;6.112;12.092;4.833;3.591;2.412;20;1.158;1.975;3.556;6.165;2.414;2.093;2.220
1590;;;8.;Other unintentional injuries;;6.381.199;3.983.787;2.397.411;93.098;359.927;208.325;727.870;1.146.442;537.320;470.795;440.010;82.822;297.901;148.328;302.399;569.725;304.018;295.786;396.432
1600;;B.;Intentional injuries;;;10.585.924;6.444.556;4.141.368;70;55.268;140.869;1.735.186;2.233.443;909.242;790.382;580.096;71;50.877;121.098;944.975;1.412.477;617.340;571.328;423.202
1610;;;1.;Self-harm;;7.141.525;3.903.260;3.238.265;0;0;43.385;877.258;1.264.188;594.203;621.430;502.795;0;0;40.653;696.661;1.103.308;518.522;504.102;375.019
1620;;;2.;Interpersonal violence;;2.811.237;2.010.347;800.890;1;51.069;71.110;683.772;787.211;230.665;122.933;63.586;1;46.756;61.836;217.830;277.526;89.027;62.103;45.812
1630;;;3.;Collective violence and legal intervention;;633.163;530.949;102.214;69;4.199;26.374;174.155;182.043;84.374;46.019;13.715;71;4.121;18.609;30.485;31.643;9.792;5.122;2.371
