Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;African Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2000;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1140;;;4.;Stroke;;8.991.433;4.157.874;4.833.559;5.477;231.277;167.309;429.140;805.915;690.891;955.169;872.695;3.255;206.366;153.292;364.714;791.499;754.487;1.161.864;1.398.083
1141;;;;a.;Ischaemic stroke;2.697.853;1.107.766;1.590.086;0;4.351;5.323;52.944;107.671;140.786;369.591;427.100;0;12.817;6.546;59.918;121.060;160.110;492.521;737.115
1142;;;;b.;Haemorrhagic stroke;6.293.580;3.050.107;3.243.473;5.477;226.926;161.985;376.196;698.244;550.105;585.578;445.595;3.255;193.548;146.746;304.796;670.439;594.378;669.344;660.968
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;1.196.362;664.300;532.062;1.455;95.203;52.435;164.058;142.945;71.607;79.566;57.031;1.810;127.921;59.918;106.463;84.724;40.491;51.296;59.440
1160;;;6.;Other circulatory diseases;;3.722.587;1.913.153;1.809.434;2.489;194.657;144.763;372.913;375.426;206.015;287.300;329.591;3.066;182.591;122.615;304.894;292.068;199.256;306.905;398.040
1170;;I.;Respiratory diseases;;;6.783.028;3.478.296;3.304.732;0;312.315;474.485;543.235;591.113;405.951;564.485;586.713;0;369.828;547.145;506.203;487.083;374.987;495.305;524.181
1180;;;1.;Chronic obstructive pulmonary disease;;2.834.471;1.532.236;1.302.235;0;48.968;27.338;138.852;248.628;241.117;383.006;444.327;0;64.502;36.742;118.894;170.654;207.989;329.540;373.914
1190;;;2.;Asthma;;3.472.111;1.607.231;1.864.881;0;214.542;391.214;342.418;280.444;130.562;142.699;105.352;0;284.067;452.787;371.631;300.597;158.723;157.530;139.547
1200;;;3.;Other respiratory diseases;;476.446;338.829;137.616;0;48.806;55.932;61.965;62.041;34.272;38.780;37.034;0;21.259;57.617;15.679;15.832;8.274;8.235;10.719
1210;;J.;Digestive diseases;;;13.068.765;8.238.449;4.830.316;5.874;926.513;639.892;1.583.628;2.486.303;1.086.224;927.135;582.879;4.959;800.347;505.941;856.400;974.030;537.860;628.301;522.479
1220;;;1.;Peptic ulcer disease;;1.460.102;726.067;734.035;0;58.081;55.618;153.543;192.901;109.343;74.960;81.622;0;79.182;100.043;137.540;144.928;77.935;90.167;104.241
1230;;;2.;Cirrhosis of the liver;;5.913.621;4.005.460;1.908.161;5;149.409;181.606;768.883;1.457.658;652.024;557.991;237.886;4;93.598;130.553;358.469;512.639;284.952;327.119;200.826
1231;;;;a.;Cirrhosis due to hepatitis B;2.213.398;1.694.286;519.112;0;2.720;14.706;339.456;771.459;282.723;210.261;72.963;0;554;4.123;87.614;207.547;90.432;86.672;42.170
1232;;;;b.;Cirrhosis due to hepatitis C;845.827;523.659;322.168;0;1.124;2.084;27.970;150.869;117.372;145.779;78.462;0;258;680;13.525;76.261;64.672;97.120;69.653
1233;;;;c.;Cirrhosis due to alcohol use;1.287.192;921.691;365.500;0;0;0;73.213;418.666;203.369;158.456;67.987;0;0;0;22.117;129.589;78.620;83.024;52.151
1234;;;;d.;Other liver cirrhosis;1.567.205;865.824;701.381;5;145.566;164.816;328.244;116.664;48.560;43.495;18.475;4;92.787;125.750;235.213;99.242;51.229;60.304;36.853
1240;;;3.;Appendicitis;;714.909;326.370;388.539;0;66.348;90.402;83.072;44.475;19.163;9.713;13.198;0;117.517;88.308;91.168;38.751;13.077;21.767;17.951
1241;;;4.;Gastritis and duodenitis;;307.923;205.372;102.551;0;20.292;9.801;40.314;77.734;28.141;12.361;16.728;0;8.509;11.606;19.266;28.969;9.814;10.287;14.101
1242;;;5.;Paralytic ileus and intestinal obstruction;;2.294.691;1.427.588;867.103;5.869;388.506;148.184;229.946;293.343;132.043;132.454;97.243;4.955;360.296;76.580;114.201;94.751;64.999;78.131;73.190
1244;;;6.;Inflammatory bowel disease;;248.511;131.531;116.980;0;30.191;10.007;25.862;30.531;12.375;11.576;10.990;0;29.166;9.300;26.243;23.071;9.513;8.789;10.899
1246;;;7.;Gallbladder and biliary diseases;;289.888;126.223;163.665;0;6.789;11.107;25.002;33.944;13.720;13.821;21.840;0;6.152;21.835;26.838;35.357;17.707;29.065;26.711
1248;;;8.;Pancreatitis;;344.833;261.369;83.464;0;1.957;1.556;51.157;152.037;29.266;13.971;11.425;0;1.072;3.680;9.926;22.435;22.160;12.001;12.190
1250;;;9.;Other digestive diseases;;1.494.287;1.028.468;465.819;0;204.941;131.611;205.850;203.681;90.150;100.288;91.947;0;104.857;64.036;72.750;73.129;37.703;50.975;62.370
1260;;K.;Genitourinary diseases;;;5.253.115;2.712.866;2.540.248;898;415.194;168.132;632.615;571.466;289.815;336.212;298.533;169;242.523;170.792;612.493;767.396;272.857;234.237;239.782
1270;;;1.;Kidney diseases;;2.866.347;1.602.065;1.264.282;1;186.123;121.942;407.525;340.150;165.530;190.761;190.033;1;148.965;128.869;209.825;259.704;151.258;172.342;193.318
1271;;;;a.;Acute glomerulonephritis;13.332;7.056;6.276;0;1.919;2.150;1.706;732;224;193;132;0;1.320;2.406;1.577;588;142;116;126
1272;;;;b.;Chronic kidney disease due to diabetes;638.614;370.982;267.632;0;5.075;4.343;42.423;109.910;67.489;76.892;64.849;0;3.328;3.684;17.307;68.625;53.631;62.821;58.235
1273;;;;c.;Other chronic kidney disease;2.214.401;1.224.027;990.374;1;179.130;115.449;363.395;229.507;97.817;113.676;125.051;1;144.317;122.778;190.940;190.491;97.486;109.405;134.957
1280;;;2.;Benign prostatic hyperplasia;;183.368;183.368;0;0;0;0;0;17.568;69.386;58.609;37.805;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;35.910;26.650;9.260;0;88;3.656;15.243;3.953;1.329;1.520;862;0;63;1.725;3.277;2.375;836;592;392
1300;;;4.;Other urinary diseases;;1.161.931;805.461;356.470;897;228.983;42.534;171.033;153.286;53.571;85.322;69.834;168;93.494;40.198;76.229;48.961;28.372;36.081;32.967
1310;;;5.;Infertility;;114.884;95.323;19.561;0;0;0;38.813;56.509;0;0;0;0;0;0;8.891;10.670;0;0;0
1320;;;6.;Gynecological diseases;;890.674;0;890.674;0;0;0;0;0;0;0;0;0;0;0;314.270;445.686;92.391;25.222;13.105
1330;;L.;Skin diseases;;;2.613.669;1.212.356;1.401.313;258;263.707;303.122;342.175;163.320;52.928;44.570;42.277;297;343.993;341.801;359.416;164.426;71.568;59.002;60.809
1340;;M.;Musculoskeletal diseases;;;4.911.606;2.299.651;2.611.955;0;0;87.830;503.967;901.802;367.685;273.869;164.496;0;0;107.769;561.988;974.154;419.347;324.241;224.457
1350;;;1.;Rheumatoid arthritis;;233.495;73.910;159.585;0;0;5.553;13.255;23.035;13.405;11.141;7.521;0;0;10.307;28.454;50.901;27.661;23.587;18.674
1360;;;2.;Osteoarthritis;;628.094;264.583;363.511;0;0;0;0;83.249;71.257;65.338;44.740;0;0;0;0;105.537;93.919;92.975;71.080
1370;;;3.;Gout;;42.170;30.609;11.561;0;0;0;2.252;11.111;6.672;6.243;4.330;0;0;0;766;3.792;2.496;2.548;1.960
1380;;;4.;Back and neck pain;;2.770.447;1.436.341;1.334.106;0;0;61.334;336.191;571.974;224.081;152.452;90.309;0;0;55.103;264.746;508.340;226.747;166.452;112.718
1390;;;5.;Other musculoskeletal disorders;;1.237.401;494.208;743.193;0;0;20.943;152.269;212.434;52.269;38.696;17.597;0;0;42.358;268.022;305.584;68.525;38.679;20.025
1400;;N.;Congenital anomalies;;;14.749.761;7.747.003;7.002.758;3.199.539;3.358.270;581.372;372.617;163.936;37.782;25.346;8.141;2.894.415;2.990.110;601.327;314.477;132.677;37.020;24.212;8.521
1410;;;1.;Neural tube defects;;3.839.159;2.364.294;1.474.865;1.277.013;900.137;98.579;49.621;26.679;6.576;3.889;1.800;775.164;522.179;84.419;50.229;28.296;7.410;4.632;2.537
1420;;;2.;Cleft lip and cleft palate;;118.441;58.932;59.509;26.067;31.422;510;473;307;80;48;27;39.976;18.205;454;429;288;78;50;30
1430;;;3.;Down syndrome;;232.401;140.430;91.971;30.847;87.930;9.800;6.973;3.591;923;365;0;24.558;44.562;8.128;8.177;4.909;1.229;408;0
1440;;;4.;Congenital heart anomalies;;3.363.942;1.964.926;1.399.016;634.480;1.002.846;180.967;109.231;33.496;2.164;1.656;85;456.546;707.450;150.462;66.060;14.475;2.399;1.506;118
1450;;;5.;Other chromosomal anomalies;;489.912;189.572;300.340;77.310;88.132;13.565;9.018;1.321;159;66;0;133.655;130.833;20.619;12.714;2.218;219;75;7
1460;;;6.;Other congenital anomalies;;6.705.906;3.028.849;3.677.057;1.153.824;1.247.802;277.951;197.301;98.541;27.881;19.321;6.229;1.464.516;1.566.881;337.245;176.868;82.492;25.686;17.540;5.829
1470;;O.;Oral conditions;;;951.832;449.317;502.515;0;4.254;41.292;101.694;162.733;63.397;45.858;30.090;0;3.901;48.802;118.046;173.763;67.432;52.559;38.013
1480;;;1.;Dental caries;;131.769;63.608;68.161;0;4.254;16.274;21.520;15.184;3.392;1.935;1.050;0;3.901;17.408;22.967;16.368;3.798;2.329;1.390
1490;;;2.;Periodontal disease;;252.627;133.700;118.928;0;0;0;22.445;62.923;24.896;15.363;8.072;0;0;0;16.572;53.013;23.858;16.091;9.394
1500;;;3.;Edentulism;;281.234;127.616;153.617;0;0;0;14.018;47.352;25.132;22.795;18.319;0;0;0;22.967;55.953;26.036;25.673;22.989
1502;;;4.;Other oral disorders;;286.202;124.393;161.809;0;0;25.018;43.710;37.275;9.976;5.765;2.649;0;0;31.394;55.539;48.429;13.740;8.466;4.240
1505;;P.;Sudden infant death syndrome;;;861.742;549.225;312.517;4.121;545.104;0;0;0;0;0;0;1.897;310.620;0;0;0;0;0;0
1510;III.;Injuries;;;;49.872.493;33.575.212;16.297.281;582.298;6.668.420;5.842.949;11.531.635;6.044.953;1.378.713;903.779;622.464;354.448;4.703.715;3.700.143;3.798.463;1.944.348;673.443;585.659;537.062
1520;;A.;Unintentional injuries;;;35.964.794;23.512.995;12.451.799;580.712;6.261.959;4.875.444;6.235.218;3.405.444;943.064;693.873;517.281;352.758;4.318.036;2.985.595;2.236.578;1.181.299;472.330;447.018;458.184
1530;;;1.;Road injury;;11.769.330;8.131.540;3.637.790;118.880;1.208.738;1.450.964;3.196.663;1.419.641;353.899;229.928;152.829;46.938;788.467;962.940;999.066;439.273;166.210;134.827;100.067
1540;;;2.;Poisonings;;1.771.070;1.147.637;623.433;51.753;627.380;129.681;168.261;107.427;31.048;20.810;11.278;17.934;381.292;70.620;80.616;39.344;14.227;10.990;8.409
1550;;;3.;Falls;;3.460.866;2.105.494;1.355.371;41.261;440.773;472.955;324.827;352.906;158.687;156.980;157.107;58.897;281.364;281.266;186.345;153.919;89.243;117.744;186.593
1560;;;4.;Fire, heat and hot substances;;2.992.815;1.641.320;1.351.494;56.316;656.401;335.241;239.886;190.526;65.827;54.889;42.234;18.665;606.603;282.031;179.895;115.751;48.536;48.373;51.641
1570;;;5.;Drowning;;5.002.956;3.341.873;1.661.083;37.831;1.097.416;1.150.814;660.671;267.392;57.736;42.035;27.976;19.235;718.807;562.926;225.022;72.572;23.763;19.522;19.237
1575;;;6.;Exposure to mechanical forces;;2.975.260;2.168.608;806.651;116.647;559.933;382.215;608.968;349.867;84.194;41.348;25.437;84.192;329.244;159.413;94.649;75.738;25.478;21.494;16.443
1580;;;7.;Natural disasters;;82.638;48.767;33.870;130;7.301;9.357;13.554;11.291;3.647;2.271;1.217;141;7.925;6.553;6.858;6.756;2.565;1.822;1.250
1590;;;8.;Other unintentional injuries;;7.909.861;4.927.755;2.982.106;157.895;1.664.019;944.217;1.022.389;706.393;188.027;145.613;99.203;106.756;1.204.333;659.846;464.127;277.946;102.308;92.246;74.544
1600;;B.;Intentional injuries;;;13.907.699;10.062.216;3.845.483;1.586;406.461;967.505;5.296.416;2.639.509;435.649;209.906;105.183;1.690;385.679;714.548;1.561.884;763.049;201.113;138.641;78.878
1610;;;1.;Self-harm;;2.723.404;1.831.736;891.668;0;0;96.618;808.364;591.906;160.546;103.652;70.650;0;0;31.716;369.381;228.031;108.918;95.591;58.030
1620;;;2.;Interpersonal violence;;6.260.174;4.643.828;1.616.346;2;313.343;331.452;2.649.940;1.105.378;157.367;63.644;22.702;1;289.000;253.754;673.316;310.287;50.371;25.560;14.056
1630;;;3.;Collective violence and legal intervention;;4.924.121;3.586.653;1.337.468;1.584;93.118;539.435;1.838.112;942.225;117.737;42.611;11.831;1.688;96.679;429.077;519.187;224.731;41.824;17.490;6.792
