Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Global;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1000;;;6.;Non-migraine headache;;7.112.906;2.884.712;4.228.194;0;0;152.594;808.246;1.206.104;391.554;222.317;103.896;0;0;222.914;1.127.760;1.722.157;592.212;358.739;204.410
1010;;;7.;Other neurological conditions;;8.197.190;4.530.869;3.666.322;239;354.602;682.282;1.078.496;923.792;586.083;476.369;429.005;287;358.297;590.092;744.590;693.943;464.498;390.110;424.505
1020;;G.;Sense organ diseases;;;99.877.042;47.915.335;51.961.707;4.314;738.439;2.626.988;4.976.161;9.872.878;7.965.097;9.361.424;12.370.034;4.050;686.877;2.330.169;4.501.256;9.445.300;8.010.504;10.036.065;16.947.485
1030;;;1.;Glaucoma;;1.398.765;575.091;823.675;0;0;0;2.914;40.922;69.362;134.924;326.969;0;0;46;3.935;50.983;83.666;166.666;518.380
1040;;;2.;Cataracts;;6.802.183;2.474.465;4.327.718;0;0;0;11.307;238.877;390.224;669.942;1.164.116;0;0;0;20.183;377.834;610.667;1.095.776;2.223.258
1050;;;3.;Uncorrected refractive errors;;29.537.132;13.826.818;15.710.314;2.589;419.866;1.230.973;1.854.490;3.354.190;2.435.596;2.356.397;2.172.717;2.881;417.250;1.214.720;1.899.152;3.706.028;2.757.219;2.734.891;2.978.172
1060;;;4.;Macular degeneration;;1.560.320;557.147;1.003.173;0;0;0;0;5;45.322;139.964;371.856;0;0;0;0;12;75.815;227.679;699.668
1070;;;5.;Other vision loss;;7.875.623;3.631.261;4.244.363;67;38.098;124.925;297.157;557.546;560.187;800.968;1.252.313;78;44.593;146.534;346.331;599.037;587.673;858.335;1.661.781
1080;;;6.;Other hearing loss;;46.308.750;24.018.194;22.290.555;1.658;218.820;1.128.190;2.466.649;4.986.812;3.988.609;4.694.752;6.532.703;1.090;159.237;818.936;1.848.953;3.899.027;3.306.070;4.227.232;8.030.009
1090;;;7.;Other sense organ disorders;;6.394.268;2.832.359;3.561.909;0;61.655;142.900;343.645;694.526;475.798;564.477;549.359;0;65.797;149.932;382.702;812.379;589.394;725.487;836.218
1100;;H.;Cardiovascular diseases;;;407.920.827;225.097.018;182.823.809;67.128;1.684.772;1.244.294;8.004.193;36.194.006;43.160.662;58.292.904;76.449.058;49.610;1.455.846;1.161.527;5.759.647;20.878.375;25.137.637;42.178.376;86.202.792
1110;;;1.;Rheumatic heart disease;;10.447.294;4.406.403;6.040.891;0;149.135;290.172;829.781;1.169.943;627.649;673.752;665.971;0;133.875;313.267;892.951;1.523.041;908.767;1.098.242;1.170.748
1120;;;2.;Hypertensive heart disease;;18.752.183;8.679.984;10.072.199;0;25.129;13.458;227.357;1.217.645;1.506.495;2.200.478;3.489.420;0;17.806;12.160;203.604;1.089.885;1.460.603;2.292.935;4.995.207
1130;;;3.;Ischaemic heart disease;;201.002.648;117.985.873;83.016.775;0;112.351;83.338;2.945.654;20.338.880;24.928.282;30.816.539;38.760.829;0;76.854;67.596;1.622.356;8.385.204;11.195.227;19.410.120;42.259.417
1140;;;4.;Stroke;;136.149.087;71.770.706;64.378.381;26.398;524.291;387.616;1.946.071;9.196.766;12.683.500;20.304.759;26.701.306;16.134;413.020;360.891;1.519.823;7.058.452;9.396.480;16.221.388;29.392.194
1141;;;;a.;Ischaemic stroke;60.946.828;30.704.033;30.242.795;0;21.717;39.757;370.187;1.968.926;3.952.030;9.239.948;15.111.467;0;26.740;45.717;396.212;1.711.116;2.917.450;7.509.893;17.635.667
1142;;;;b.;Haemorrhagic stroke;75.202.259;41.066.672;34.135.586;26.398;502.574;347.859;1.575.884;7.227.840;8.731.470;11.064.810;11.589.839;16.134;386.280;315.174;1.123.611;5.347.336;6.479.029;8.711.495;11.756.527
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;11.821.390;7.155.076;4.666.314;17.818;440.369;166.694;898.950;2.066.832;1.287.809;1.112.880;1.163.725;13.661;423.060;170.422;563.087;975.764;595.383;644.431;1.280.507
1160;;;6.;Other circulatory diseases;;29.748.224;15.098.976;14.649.248;22.913;433.497;303.016;1.156.379;2.203.940;2.126.928;3.184.496;5.667.807;19.815;391.231;237.192;957.827;1.846.028;1.581.177;2.511.259;7.104.718
1170;;I.;Respiratory diseases;;;104.165.250;57.400.122;46.765.127;0;1.017.100;2.301.362;2.905.993;6.492.916;8.113.912;14.173.566;22.395.273;0;1.025.914;2.363.811;2.783.287;5.378.848;5.806.428;10.293.019;19.113.821
1180;;;1.;Chronic obstructive pulmonary disease;;71.326.006;40.719.036;30.606.970;0;128.804;171.374;848.430;3.595.164;5.856.179;11.326.333;18.792.750;0;142.050;171.326;704.219;2.423.759;3.842.020;7.880.015;15.443.583
1190;;;2.;Asthma;;24.560.429;11.733.402;12.827.027;0;725.387;1.857.450;1.698.005;2.169.043;1.577.358;1.867.117;1.839.043;0;762.080;1.913.190;1.881.583;2.556.932;1.606.955;1.878.247;2.228.039
1200;;;3.;Other respiratory diseases;;8.278.814;4.947.685;3.331.130;0;162.909;272.538;359.559;728.708;680.375;980.116;1.763.480;0;121.784;279.295;197.484;398.157;357.453;534.758;1.442.198
1210;;J.;Digestive diseases;;;88.242.083;53.708.999;34.533.084;34.754;2.462.064;1.792.691;5.256.726;16.486.976;10.704.621;9.370.336;7.600.831;26.234;2.137.096;1.816.964;4.010.576;7.464.875;5.417.176;6.041.920;7.618.243
1220;;;1.;Peptic ulcer disease;;8.010.819;4.038.454;3.972.366;0;70.074;83.232;347.572;935.161;764.040;879.626;958.748;0;92.182;154.062;382.183;989.532;596.594;714.177;1.043.637
1230;;;2.;Cirrhosis of the liver;;44.983.542;30.873.587;14.109.955;25;536.135;668.154;2.730.871;11.271.448;7.159.941;5.456.444;3.050.569;20;446.585;754.353;1.730.571;3.463.416;2.671.642;2.738.782;2.304.587
1231;;;;a.;Cirrhosis due to hepatitis B;18.220.482;13.355.914;4.864.568;0;6.918;107.355;1.168.747;5.806.535;3.002.507;2.152.555;1.111.297;0;1.864;323.830;818.103;1.500.239;849.133;804.041;567.358
1232;;;;b.;Cirrhosis due to hepatitis C;6.791.921;4.447.871;2.344.051;0;5.785;7.835;121.558;1.111.660;1.211.896;1.166.573;822.563;0;2.010;9.955;76.496;452.208;515.288;637.756;650.337
1233;;;;c.;Cirrhosis due to alcohol use;10.631.147;8.132.564;2.498.583;0;0;0;403.360;3.270.152;2.195.067;1.514.315;749.670;0;0;0;55.068;697.143;652.792;610.510;483.071
1234;;;;d.;Other liver cirrhosis;9.339.991;4.937.238;4.402.753;25;523.432;552.965;1.037.205;1.083.101;750.470;623.001;367.039;20;442.711;420.567;780.904;813.826;654.429;686.474;603.821
1240;;;3.;Appendicitis;;2.733.967;1.198.279;1.535.688;0;103.474;221.570;331.584;240.047;105.295;96.706;99.604;0;183.497;224.439;488.061;257.880;125.440;130.172;126.199
1241;;;4.;Gastritis and duodenitis;;2.838.011;1.122.680;1.715.331;0;45.684;41.825;95.845;294.777;187.869;206.701;249.979;0;29.781;67.644;133.952;548.440;278.615;273.406;383.493
1242;;;5.;Paralytic ileus and intestinal obstruction;;9.381.522;4.936.740;4.444.782;34.730;1.247.731;363.051;636.987;847.102;493.222;598.050;715.866;26.214;1.081.874;268.593;624.353;593.931;439.921;559.631;850.264
1244;;;6.;Inflammatory bowel disease;;1.898.484;892.392;1.006.092;0;66.670;32.105;111.767;227.212;148.351;154.942;151.345;0;62.201;29.576;121.519;252.258;176.904;172.967;190.667
1246;;;7.;Gallbladder and biliary diseases;;2.580.973;1.098.578;1.482.396;0;19.710;28.777;82.698;197.158;162.232;222.581;385.422;0;25.449;46.776;93.837;251.489;213.439;295.329;556.077
1248;;;8.;Pancreatitis;;3.866.040;2.531.123;1.334.917;0;9.944;19.219;342.693;1.089.629;452.014;341.196;276.429;0;6.939;23.461;145.949;353.350;238.875;253.117;313.225
1250;;;9.;Other digestive diseases;;11.948.725;7.017.168;4.931.558;0;362.641;334.760;576.710;1.384.441;1.231.657;1.414.090;1.712.869;0;208.589;248.061;290.150;754.578;675.745;904.341;1.850.094
1260;;K.;Genitourinary diseases;;;60.843.197;28.831.843;32.011.354;9.889;1.092.998;593.409;2.796.716;6.010.624;4.929.365;5.903.936;7.494.905;6.125;759.193;554.527;5.312.088;10.157.341;4.314.199;4.182.980;6.724.901
1270;;;1.;Kidney diseases;;38.178.850;20.832.927;17.345.923;5;579.644;468.517;1.997.099;4.503.896;3.620.495;4.276.750;5.386.521;4;433.775;453.208;1.483.524;3.280.744;2.681.909;3.469.263;5.543.495
1271;;;;a.;Acute glomerulonephritis;365.912;179.468;186.444;0;12.374;13.548;20.362;34.778;25.423;33.984;38.998;0;15.109;18.824;24.232;37.731;21.424;33.934;35.189
1272;;;;b.;Chronic kidney disease due to diabetes;15.126.140;8.623.862;6.502.278;0;15.782;18.058;299.515;1.885.446;1.922.359;2.254.275;2.228.426;0;10.195;14.451;192.592;1.247.002;1.300.292;1.703.022;2.034.725
1273;;;;c.;Other chronic kidney disease;22.686.799;12.029.598;10.657.201;4;551.488;436.910;1.677.223;2.583.672;1.672.713;1.988.490;3.119.096;3;408.472;419.933;1.266.699;1.996.011;1.360.192;1.732.308;3.473.582
1280;;;2.;Benign prostatic hyperplasia;;3.367.156;3.367.156;0;0;0;0;70;305.204;905.270;1.043.720;1.112.892;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;603.487;329.516;273.970;0;509;16.249;42.967;75.706;50.427;64.259;79.400;0;465;8.583;36.984;62.309;45.116;48.720;71.794
1300;;;4.;Other urinary diseases;;6.277.540;3.319.455;2.958.085;9.884;512.845;108.643;347.229;552.382;353.172;519.207;916.094;6.121;324.953;92.736;393.007;465.356;334.502;411.248;930.161
1310;;;5.;Infertility;;2.026.561;982.787;1.043.773;0;0;0;409.351;573.437;0;0;0;0;0;0;531.747;512.026;0;0;0
1320;;;6.;Gynecological diseases;;10.389.603;0;10.389.603;0;0;0;0;0;0;0;0;0;0;0;2.866.825;5.836.905;1.252.672;253.750;179.451
1330;;L.;Skin diseases;;;23.171.430;10.794.324;12.377.106;1.329;1.329.327;2.012.497;3.018.334;2.107.414;843.036;704.276;778.111;1.434;1.672.965;2.179.853;3.256.090;2.385.206;964.751;808.628;1.108.179
1340;;M.;Musculoskeletal diseases;;;100.779.675;41.805.520;58.974.155;0;0;539.598;6.094.168;15.015.186;8.348.858;6.661.020;5.146.690;0;0;687.898;7.650.659;19.686.757;11.929.096;9.940.425;9.079.320
1350;;;1.;Rheumatoid arthritis;;6.004.793;1.624.268;4.380.525;0;0;26.821;137.066;400.726;331.839;376.771;351.046;0;0;46.304;315.764;1.061.927;931.877;978.753;1.045.901
1360;;;2.;Osteoarthritis;;15.877.524;6.261.917;9.615.607;0;0;0;236;1.557.235;1.657.436;1.641.782;1.405.227;0;0;0;84;2.143.146;2.390.097;2.484.029;2.598.251
1370;;;3.;Gout;;1.060.294;792.493;267.801;0;0;0;28.252;231.507;183.688;184.841;164.204;0;0;0;8.617;59.992;53.785;64.005;81.403
1380;;;4.;Back and neck pain;;46.587.270;20.658.843;25.928.427;0;0;375.132;3.040.191;8.037.240;4.061.857;2.873.460;2.270.963;0;0;404.129;3.182.890;9.485.638;5.318.383;3.913.898;3.623.490
1390;;;5.;Other musculoskeletal disorders;;31.249.793;12.467.998;18.781.795;0;0;137.645;2.888.421;4.788.479;2.114.037;1.584.165;955.250;0;0;237.465;4.143.305;6.936.055;3.234.955;2.499.740;1.730.275
1400;;N.;Congenital anomalies;;;63.849.680;32.416.743;31.432.936;14.462.412;10.011.627;2.604.070;2.384.944;1.719.523;605.465;405.407;223.294;13.167.899;10.324.186;2.643.891;2.249.951;1.704.323;624.134;438.057;280.495
1410;;;1.;Neural tube defects;;6.252.451;3.371.112;2.881.340;1.728.927;882.347;223.534;218.338;194.007;61.247;38.125;24.586;1.238.871;662.164;254.794;275.751;260.749;87.260;57.534;44.216
1420;;;2.;Cleft lip and cleft palate;;328.978;152.188;176.789;80.384;53.119;4.042;5.190;5.272;1.950;1.263;967;109.013;45.633;4.180;5.838;6.596;2.438;1.709;1.382
1430;;;3.;Down syndrome;;1.465.265;737.543;727.722;175.439;257.038;57.016;80.242;81.502;52.269;31.907;2.130;158.392;246.676;55.700;83.687;95.808;56.132;28.964;2.363
1440;;;4.;Congenital heart anomalies;;22.321.430;11.524.328;10.797.101;5.018.658;4.542.708;877.591;671.683;295.798;59.627;36.951;21.312;4.293.613;4.536.256;864.191;620.913;328.044;71.236;48.754;34.095
1450;;;5.;Other chromosomal anomalies;;2.995.181;1.230.412;1.764.769;440.190;419.763;189.773;132.565;25.246;5.949;2.574;14.351;644.970;678.063;228.092;151.072;35.829;7.260;3.716;15.766
1460;;;6.;Other congenital anomalies;;30.486.376;15.401.160;15.085.215;7.018.814;3.856.651;1.252.113;1.276.926;1.117.699;424.422;294.586;159.949;6.723.040;4.155.393;1.236.935;1.112.690;977.296;399.809;297.380;182.673
1470;;O.;Oral conditions;;;18.585.010;8.747.398;9.837.612;0;29.576;316.866;998.768;2.650.235;1.664.953;1.596.673;1.490.328;0;26.056;357.354;1.076.946;2.698.129;1.745.472;1.823.455;2.110.198
1480;;;1.;Dental caries;;1.816.461;884.291;932.170;0;29.576;136.312;244.107;276.806;93.467;61.346;42.678;0;26.056;143.320;247.402;282.810;100.008;70.555;62.019
1490;;;2.;Periodontal disease;;4.756.303;2.562.758;2.193.546;0;0;44;198.516;1.111.859;614.598;400.056;237.684;0;0;45;145.605;891.656;528.870;364.454;262.915
1500;;;3.;Edentulism;;8.095.557;3.568.028;4.527.529;0;0;44;103.471;640.191;719.547;983.342;1.121.434;0;0;45;135.295;749.425;812.395;1.183.994;1.646.375
1502;;;4.;Other oral disorders;;3.916.689;1.732.322;2.184.367;0;0;180.467;452.673;621.379;237.341;151.930;88.533;0;0;213.943;548.645;774.238;304.199;204.452;138.890
1505;;P.;Sudden infant death syndrome;;;3.336.791;1.916.415;1.420.376;42.294;1.874.030;0;0;0;0;0;91;34.760;1.385.515;0;0;0;41;31;28
1510;III.;Injuries;;;;303.150.683;202.253.187;100.897.496;1.830.276;16.728.946;17.324.311;63.273.547;58.672.043;19.733.883;13.655.914;11.034.267;1.325.029;13.503.993;11.260.594;24.132.303;21.882.189;9.392.902;8.685.718;10.714.766
1520;;A.;Unintentional injuries;;;218.773.474;143.136.558;75.636.917;1.827.107;15.746.446;14.539.806;37.803.630;38.070.432;14.716.399;10.969.126;9.463.613;1.321.938;12.594.759;9.004.288;13.567.559;14.760.470;7.372.069;7.296.656;9.719.178
1530;;;1.;Road injury;;81.783.965;59.834.437;21.949.528;301.143;3.004.480;4.448.874;21.458.824;18.399.967;6.038.776;3.858.366;2.324.007;135.853;2.343.895;2.741.315;5.414.204;5.385.491;2.439.300;1.955.100;1.534.370
1540;;;2.;Poisonings;;6.387.573;3.684.363;2.703.210;112.040;1.076.785;415.743;761.033;738.307;248.471;192.156;139.827;176.782;877.423;226.581;488.485;454.597;177.397;178.460;123.486
1550;;;3.;Falls;;38.895.909;22.616.516;16.279.393;287.347;1.419.918;1.579.259;3.105.111;5.804.101;3.326.303;3.152.728;3.941.749;171.139;1.082.146;920.710;1.634.620;2.650.563;2.004.084;2.676.203;5.139.928
1560;;;4.;Fire, heat and hot substances;;10.911.121;5.028.935;5.882.186;79.016;1.137.020;561.158;921.588;1.223.985;485.762;345.671;274.736;59.656;1.198.264;616.310;1.523.168;1.318.351;453.421;360.133;352.884
1570;;;5.;Drowning;;20.677.510;13.871.929;6.805.581;74.665;3.280.721;3.685.374;3.345.967;2.092.974;628.400;446.478;317.349;44.706;2.566.405;1.779.153;960.381;652.695;258.290;256.056;287.895
1575;;;6.;Exposure to mechanical forces;;13.901.317;9.595.314;4.306.003;356.187;1.494.152;840.934;2.121.434;2.577.426;1.023.505;701.019;480.657;249.687;1.036.752;474.558;612.592;848.700;405.393;346.456;331.865
1580;;;7.;Natural disasters;;1.011.234;609.555;401.679;914;43.944;95.218;153.825;169.982;65.139;45.363;35.170;895;45.503;86.283;84.078;83.157;32.462;29.384;39.916
1590;;;8.;Other unintentional injuries;;45.204.845;27.895.508;17.309.337;615.795;4.289.425;2.913.246;5.935.848;7.063.689;2.900.043;2.227.344;1.950.118;483.220;3.444.371;2.159.380;2.850.032;3.366.914;1.601.723;1.494.864;1.908.833
1600;;B.;Intentional injuries;;;84.377.210;59.116.631;25.260.579;3.169;982.500;2.784.505;25.469.919;20.601.611;5.017.485;2.686.788;1.570.654;3.091;909.235;2.256.306;10.564.744;7.121.720;2.020.834;1.389.062;995.588
1610;;;1.;Self-harm;;37.808.496;23.910.849;13.897.647;0;0;447.231;8.591.317;9.156.475;2.835.837;1.719.602;1.160.387;0;0;384.285;6.423.503;3.986.393;1.346.894;1.013.232;743.340
1620;;;2.;Interpersonal violence;;31.212.630;24.287.763;6.924.867;7;788.204;890.287;12.052.581;8.050.272;1.524.862;673.174;308.377;5;718.032;671.917;2.603.690;1.996.597;459.122;273.558;201.946
1630;;;3.;Collective violence and legal intervention;;15.356.084;10.918.020;4.438.064;3.163;194.296;1.446.987;4.826.021;3.394.864;656.786;294.012;101.890;3.086;191.203;1.200.104;1.537.550;1.138.730;214.817;102.272;50.302
