Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Region of the Americas;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;1.992.907;1.244.986;747.922;2.910;59.902;22.170;144.099;330.270;225.247;215.988;244.400;2.025;53.285;17.958;68.689;152.625;107.897;122.042;223.401
1160;;;6.;Other circulatory diseases;;6.017.109;3.189.275;2.827.835;1.798;46.109;29.750;193.095;520.997;518.418;707.147;1.171.960;1.339;40.543;20.296;139.610;392.281;358.935;513.893;1.360.938
1170;;I.;Respiratory diseases;;;12.824.543;6.722.687;6.101.856;0;107.338;375.565;405.701;680.528;931.479;1.515.435;2.706.641;0;93.300;343.832;371.157;632.758;817.057;1.225.886;2.617.866
1180;;;1.;Chronic obstructive pulmonary disease;;8.007.233;4.304.431;3.702.801;0;6.593;16.343;83.716;292.007;647.945;1.155.051;2.102.777;0;6.598;14.779;47.789;216.738;531.790;904.293;1.980.815
1190;;;2.;Asthma;;2.432.807;1.082.858;1.349.949;0;85.036;331.190;220.731;195.590;88.443;80.710;81.158;0;71.429;302.833;269.164;294.799;146.055;125.689;139.980
1200;;;3.;Other respiratory diseases;;2.384.503;1.335.398;1.049.105;0;15.709;28.032;101.254;192.931;195.091;279.675;522.705;0;15.273;26.220;54.205;121.220;139.212;195.903;497.072
1210;;J.;Digestive diseases;;;11.752.693;7.225.578;4.527.115;3.168;155.024;104.836;377.253;2.024.142;1.836.025;1.515.105;1.210.024;2.535;128.386;98.671;258.597;982.504;916.525;920.309;1.219.589
1220;;;1.;Peptic ulcer disease;;590.364;275.551;314.813;0;1.404;2.310;18.001;63.228;56.633;58.324;75.651;0;1.680;3.707;23.883;104.266;56.486;47.641;77.150
1230;;;2.;Cirrhosis of the liver;;5.049.879;3.639.449;1.410.430;2;15.615;12.504;112.556;1.204.904;1.128.705;795.619;369.544;2;14.124;11.869;48.983;345.292;393.991;343.351;252.818
1231;;;;a.;Cirrhosis due to hepatitis B;1.270.433;1.062.539;207.895;0;51;488;40.136;448.296;313.579;183.239;76.749;0;13;138;6.908;72.505;55.675;43.547;29.108
1232;;;;b.;Cirrhosis due to hepatitis C;1.023.776;760.008;263.768;0;182;299;9.810;191.404;250.904;208.714;98.695;0;48;94;2.828;56.023;80.173;73.484;51.119
1233;;;;c.;Cirrhosis due to alcohol use;1.882.297;1.387.510;494.787;0;0;0;18.484;450.772;453.224;314.065;150.965;0;0;0;4.772;121.867;146.449;125.018;96.682
1234;;;;d.;Other liver cirrhosis;873.373;429.393;443.980;2;15.382;11.717;44.127;114.431;110.997;89.602;43.135;2;14.063;11.637;34.475;94.897;111.695;101.302;75.911
1240;;;3.;Appendicitis;;183.271;100.967;82.303;0;7.234;13.723;21.378;24.724;11.970;10.581;11.356;0;6.320;14.118;16.603;17.649;9.495;8.289;9.828
1241;;;4.;Gastritis and duodenitis;;253.874;84.081;169.794;0;1.746;2.263;5.583;20.235;15.607;14.975;23.671;0;1.503;3.688;16.494;64.674;29.438;19.958;34.038
1242;;;5.;Paralytic ileus and intestinal obstruction;;635.258;333.684;301.574;3.167;89.477;11.520;21.881;38.807;33.117;47.498;88.217;2.533;74.601;6.849;14.331;26.522;26.663;39.588;110.487
1244;;;6.;Inflammatory bowel disease;;362.683;174.185;188.498;0;3.054;4.898;28.177;50.574;31.908;29.723;25.851;0;2.942;4.430;25.776;53.335;35.563;33.082;33.371
1246;;;7.;Gallbladder and biliary diseases;;493.443;209.521;283.922;0;680;883;10.537;36.337;35.670;47.282;78.131;0;660;1.199;17.574;59.352;47.230;56.383;101.525
1248;;;8.;Pancreatitis;;554.081;357.165;196.916;0;1.062;2.096;38.197;141.100;73.196;54.976;46.537;0;807;2.430;22.011;54.431;34.276;35.810;47.150
1250;;;9.;Other digestive diseases;;3.629.839;2.050.973;1.578.866;0;34.752;54.639;120.942;444.232;449.218;456.126;491.065;0;25.749;50.381;72.942;256.983;283.383;336.208;553.221
1260;;K.;Genitourinary diseases;;;8.506.673;4.063.557;4.443.116;1.072;75.725;37.668;251.040;697.849;695.252;916.111;1.388.840;888;60.617;40.938;512.367;1.194.844;616.873;664.872;1.351.717
1270;;;1.;Kidney diseases;;5.529.398;2.922.654;2.606.744;1;45.543;32.103;195.946;533.084;514.945;644.138;956.893;1;35.092;32.302;156.123;432.909;409.903;522.546;1.017.869
1271;;;;a.;Acute glomerulonephritis;9.229;4.627;4.601;0;689;725;1.011;755;304;375;768;0;634;924;919;732;256;335;801
1272;;;;b.;Chronic kidney disease due to diabetes;2.038.038;1.138.908;899.130;0;1.246;1.216;23.289;205.678;238.006;308.567;360.906;0;813;999;14.669;150.630;175.004;231.892;325.123
1273;;;;c.;Other chronic kidney disease;3.482.131;1.779.119;1.703.013;1;43.608;30.163;171.647;326.651;276.635;335.196;595.219;1;33.645;30.379;140.535;281.547;234.643;290.319;691.944
1280;;;2.;Benign prostatic hyperplasia;;513.232;513.232;0;0;0;0;249;34.749;108.378;164.109;205.748;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;69.701;35.133;34.567;0;53;530;2.784;8.498;7.201;7.746;8.322;0;54;639;2.840;8.535;7.196;6.725;8.578
1300;;;4.;Other urinary diseases;;1.123.883;504.942;618.941;1.071;30.130;5.035;23.175;62.808;64.728;100.118;217.878;887;25.470;7.997;30.003;72.212;73.637;106.532;302.204
1310;;;5.;Infertility;;211.088;87.596;123.492;0;0;0;28.886;58.710;0;0;0;0;0;0;34.474;89.018;0;0;0
1320;;;6.;Gynecological diseases;;1.059.370;0;1.059.370;0;0;0;0;0;0;0;0;0;0;0;288.927;592.171;126.137;29.069;23.067
1330;;L.;Skin diseases;;;3.309.126;1.482.541;1.826.585;173;144.446;251.457;386.239;279.376;137.433;128.974;154.445;170;155.768;281.152;467.699;379.627;169.954;149.890;222.324
1340;;M.;Musculoskeletal diseases;;;16.608.990;6.909.192;9.699.798;0;0;87.582;994.572;2.289.772;1.430.794;1.165.441;941.030;0;0;118.044;1.266.114;2.932.409;1.977.081;1.733.028;1.673.122
1350;;;1.;Rheumatoid arthritis;;1.232.922;348.763;884.159;0;0;4.579;26.069;81.278;78.972;82.710;75.156;0;0;8.988;58.184;205.149;197.483;205.208;209.146
1360;;;2.;Osteoarthritis;;2.439.237;1.000.694;1.438.543;0;0;0;109;207.904;256.281;273.163;263.237;0;0;31;28;248.974;340.768;386.100;462.643
1370;;;3.;Gout;;185.373;139.395;45.978;0;0;0;4.553;38.628;33.524;33.305;29.385;0;0;0;1.445;8.120;8.646;11.294;16.474
1380;;;4.;Back and neck pain;;7.055.509;3.048.780;4.006.729;0;0;48.365;405.201;1.097.676;637.998;474.588;384.952;0;0;63.885;496.205;1.361.481;826.225;638.804;620.129
1390;;;5.;Other musculoskeletal disorders;;5.695.949;2.371.559;3.324.390;0;0;34.637;558.640;864.286;424.020;301.675;188.301;0;0;45.140;710.252;1.108.685;603.958;491.623;364.731
1400;;N.;Congenital anomalies;;;6.747.358;3.510.240;3.237.117;1.239.785;1.118.667;267.689;349.351;278.015;121.952;81.434;53.347;1.058.763;1.093.253;259.489;297.356;260.902;119.206;83.386;64.762
1410;;;1.;Neural tube defects;;498.207;220.797;277.410;96.619;27.492;17.924;29.824;27.531;10.089;6.651;4.668;119.483;36.799;22.267;34.414;35.358;12.884;8.711;7.495
1420;;;2.;Cleft lip and cleft palate;;20.214;10.326;9.889;2.475;3.402;913;1.238;1.244;482;315;257;2.366;3.158;765;1.146;1.321;500;335;297
1430;;;3.;Down syndrome;;311.353;158.010;153.343;18.481;50.580;11.306;21.166;23.821;21.266;10.980;410;17.136;52.833;10.696;17.993;22.776;20.902;10.209;798
1440;;;4.;Congenital heart anomalies;;2.363.042;1.273.298;1.089.743;464.563;561.420;67.877;92.881;54.005;15.366;10.016;7.170;357.296;521.315;62.102;66.263;49.358;14.130;10.116;9.164
1450;;;5.;Other chromosomal anomalies;;527.472;238.136;289.336;74.517;75.674;40.226;31.840;7.214;1.686;662;6.317;81.273;113.982;46.489;31.718;6.360;1.742;810;6.961
1460;;;6.;Other congenital anomalies;;3.027.069;1.609.674;1.417.396;583.130;400.099;129.443;172.403;164.200;73.064;52.810;34.526;481.209;365.166;117.169;145.822;145.730;69.048;53.205;40.046
1470;;O.;Oral conditions;;;3.276.939;1.474.999;1.801.940;0;3.323;43.271;140.671;394.893;288.965;306.688;297.188;0;3.032;48.492;154.263;426.462;342.694;387.980;439.017
1480;;;1.;Dental caries;;293.176;140.407;152.769;0;3.323;21.066;37.102;45.396;15.888;10.102;7.528;0;3.032;22.082;38.472;48.124;17.912;12.156;10.990
1490;;;2.;Periodontal disease;;679.816;361.897;317.919;0;0;55;28.126;154.704;88.950;55.899;34.163;0;0;0;22.009;129.588;78.428;50.580;37.314
1500;;;3.;Edentulism;;1.750.308;733.691;1.016.616;0;0;55;16.569;111.778;149.590;216.215;239.483;0;0;0;19.987;140.350;197.904;292.305;366.070
1502;;;4.;Other oral disorders;;553.639;239.004;314.635;0;0;22.095;58.874;83.014;34.536;24.472;16.013;0;0;26.410;73.796;108.400;48.449;32.939;24.642
1505;;P.;Sudden infant death syndrome;;;255.524;143.241;112.283;5.586;137.473;0;35;39;27;24;59;4.589;107.599;0;0;0;26;21;48
1510;III.;Injuries;;;;38.427.031;29.184.152;9.242.879;61.636;828.373;1.043.879;11.746.720;9.297.920;2.843.585;1.801.875;1.560.164;46.299;655.589;600.740;2.179.561;2.201.114;1.066.348;958.795;1.534.432
1520;;A.;Unintentional injuries;;;22.472.756;15.812.044;6.660.712;61.609;732.482;800.112;4.988.989;4.694.023;1.857.562;1.348.622;1.328.646;46.270;577.376;451.223;1.179.224;1.318.331;810.411;827.135;1.450.743
1530;;;1.;Road injury;;9.347.728;7.217.978;2.129.749;6.875;132.109;274.492;2.952.920;2.385.835;745.246;437.231;283.270;4.383;110.034;166.372;671.106;580.716;239.032;182.119;175.987
1540;;;2.;Poisonings;;341.439;203.712;137.727;3.049;17.927;13.751;71.266;61.405;19.647;10.043;6.625;2.857;16.521;12.098;36.064;39.458;14.549;7.767;8.413
1550;;;3.;Falls;;4.656.399;2.617.063;2.039.336;1.943;38.186;93.980;344.719;661.301;450.138;429.913;596.881;1.310;27.652;55.957;121.758;255.982;303.492;399.713;873.473
1560;;;4.;Fire, heat and hot substances;;678.955;404.292;274.663;1.782;45.120;34.374;78.623;109.858;55.335;43.395;35.805;1.610;38.174;29.511;46.187;63.354;34.474;29.071;32.282
1570;;;5.;Drowning;;1.363.026;1.127.649;235.378;2.881;115.078;153.509;460.774;266.028;71.171;38.205;20.003;1.668;68.279;55.459;46.400;34.554;12.687;9.218;7.114
1575;;;6.;Exposure to mechanical forces;;1.416.237;1.086.885;329.352;8.160;75.454;59.199;288.901;334.533;140.061;101.085;79.491;6.392;61.284;26.997;49.123;67.073;40.044;35.380;43.058
1580;;;7.;Natural disasters;;99.158;59.023;40.134;89;4.983;9.597;17.020;14.680;5.894;3.859;2.902;95;5.339;7.655;9.980;8.822;3.294;2.574;2.376
1590;;;8.;Other unintentional injuries;;4.569.814;3.095.442;1.474.372;36.829;303.624;161.211;774.766;860.383;370.070;284.890;303.668;27.956;250.093;97.175;198.604;268.373;162.840;161.292;308.039
1600;;B.;Intentional injuries;;;15.954.275;13.372.107;2.582.167;27;95.891;243.767;6.757.730;4.603.898;986.023;453.254;231.518;29;78.213;149.517;1.000.338;882.784;255.937;131.660;83.690
1610;;;1.;Self-harm;;4.712.035;3.581.457;1.130.578;0;0;64.593;1.368.694;1.317.827;456.260;234.959;139.125;0;0;49.479;398.267;396.459;159.528;80.167;46.678
1620;;;2.;Interpersonal violence;;10.972.956;9.555.117;1.417.839;1;94.172;171.295;5.283.298;3.195.728;511.437;210.080;89.106;1;76.468;95.997;594.075;473.027;92.854;49.636;35.782
1630;;;3.;Collective violence and legal intervention;;269.283;235.533;33.750;26;1.719;7.879;105.739;90.343;18.325;8.215;3.287;28;1.745;4.041;7.996;13.298;3.554;1.857;1.230
