Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;African Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
1130;;;3.;Ischaemic heart disease;;12.465.108;6.778.242;5.686.866;0;6.950;17.778;422.459;1.401.420;1.316.077;1.724.891;1.888.667;0;4.920;7.862;212.476;802.321;837.751;1.473.263;2.348.274
1140;;;4.;Stroke;;10.551.063;4.905.431;5.645.633;6.515;206.526;158.558;463.816;938.778;860.276;1.151.575;1.119.387;3.660;176.776;142.866;374.032;984.639;892.974;1.291.859;1.778.825
1141;;;;a.;Ischaemic stroke;3.323.617;1.380.246;1.943.370;0;3.877;5.346;63.539;132.037;175.024;447.139;553.283;0;9.601;6.139;65.535;159.226;195.163;550.780;956.926
1142;;;;b.;Haemorrhagic stroke;7.227.447;3.525.185;3.702.262;6.515;202.649;153.212;400.276;806.740;685.252;704.436;566.104;3.660;167.175;136.728;308.497;825.413;697.811;741.079;821.899
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;1.580.349;914.513;665.837;2.291;117.683;62.692;227.040;199.070;106.216;112.988;86.532;2.231;139.514;62.918;135.483;120.305;53.740;65.065;86.581
1160;;;6.;Other circulatory diseases;;5.034.297;2.499.948;2.534.348;3.693;197.162;169.970;498.258;487.486;279.971;376.839;486.569;4.641;209.947;145.178;434.932;459.054;278.937;401.325;600.336
1170;;I.;Respiratory diseases;;;8.565.612;4.261.792;4.303.820;0;277.160;619.941;664.007;755.859;513.988;675.641;755.196;0;372.060;717.529;664.392;700.700;494.671;625.519;728.949
1180;;;1.;Chronic obstructive pulmonary disease;;3.640.160;1.919.363;1.720.797;0;33.305;27.659;166.621;326.455;314.959;469.466;580.898;0;57.455;37.691;154.499;248.608;277.274;420.454;524.817
1190;;;2.;Asthma;;4.195.568;1.851.353;2.344.215;0;189.215;516.849;405.462;329.786;144.478;148.485;117.078;0;275.210;587.152;480.022;419.701;204.108;192.145;185.878
1200;;;3.;Other respiratory diseases;;729.884;491.077;238.807;0;54.640;75.432;91.925;99.619;54.551;57.691;57.220;0;39.396;92.687;29.871;32.391;13.289;12.919;18.255
1210;;J.;Digestive diseases;;;15.133.493;9.266.470;5.867.024;7.653;995.045;655.969;1.651.042;2.877.058;1.279.284;1.068.863;731.555;6.432;858.579;520.116;983.941;1.374.210;676.295;750.765;696.687
1220;;;1.;Peptic ulcer disease;;1.311.816;584.599;727.217;0;34.829;37.430;113.027;154.247;96.579;66.929;81.558;0;56.974;91.843;130.196;161.730;79.547;87.605;119.323
1230;;;2.;Cirrhosis of the liver;;7.092.590;4.631.759;2.460.831;7;169.492;210.758;812.436;1.721.831;768.975;650.844;297.417;5;97.681;138.904;428.097;755.768;369.205;400.758;270.412
1231;;;;a.;Cirrhosis due to hepatitis B;2.727.307;1.998.197;729.110;0;3.241;18.056;368.335;931.818;337.947;248.194;90.606;0;622;4.781;114.675;323.440;121.448;107.885;56.259
1232;;;;b.;Cirrhosis due to hepatitis C;1.028.930;618.294;410.637;0;1.222;2.283;30.219;173.122;140.755;170.673;100.019;0;249;642;16.003;99.683;80.906;118.424;94.729
1233;;;;c.;Cirrhosis due to alcohol use;1.539.534;1.052.779;486.755;0;0;0;74.871;480.841;232.933;180.818;83.316;0;0;0;27.608;189.424;100.356;100.242;69.125
1234;;;;d.;Other liver cirrhosis;1.796.818;962.490;834.328;7;165.029;190.419;339.011;136.050;57.340;51.159;23.475;5;96.810;133.481;269.811;143.221;66.495;74.207;50.299
1240;;;3.;Appendicitis;;728.114;326.873;401.241;0;55.118;83.630;86.401;49.007;24.499;11.728;16.489;0;110.464;81.002;97.173;50.587;14.980;24.421;22.613
1241;;;4.;Gastritis and duodenitis;;417.888;282.158;135.730;0;26.399;11.095;49.463;110.608;41.340;16.933;26.321;0;9.328;12.576;24.829;41.166;13.855;13.215;20.762
1242;;;5.;Paralytic ileus and intestinal obstruction;;2.877.025;1.712.118;1.164.908;7.645;480.740;163.625;261.929;345.416;164.411;154.895;133.456;6.427;449.123;93.671;153.608;157.710;89.675;105.218;109.475
1244;;;6.;Inflammatory bowel disease;;309.115;157.989;151.126;0;35.183;10.484;29.053;36.842;16.694;14.535;15.198;0;33.415;9.793;32.968;33.106;12.717;11.959;17.167
1246;;;7.;Gallbladder and biliary diseases;;373.233;165.303;207.930;0;7.867;14.183;30.776;41.582;19.661;19.011;32.222;0;6.334;25.764;30.332;48.594;22.346;35.748;38.811
1248;;;8.;Pancreatitis;;457.985;343.128;114.857;0;2.022;1.426;61.785;199.350;42.852;19.117;16.576;0;1.045;4.556;11.843;34.601;30.357;15.155;17.300
1250;;;9.;Other digestive diseases;;1.565.726;1.062.543;503.183;0;183.395;123.338;206.172;218.175;104.273;114.871;112.317;0;94.213;62.007;74.895;90.947;43.612;56.684;80.824
1260;;K.;Genitourinary diseases;;;7.291.088;3.625.762;3.665.326;1.250;475.506;207.624;785.572;804.183;423.948;470.293;457.386;302;298.251;211.992;855.158;1.174.705;398.370;333.658;392.889
1270;;;1.;Kidney diseases;;4.050.333;2.233.150;1.817.183;1;213.566;161.611;521.819;497.409;253.278;282.224;303.242;1;175.844;155.385;280.330;409.734;228.474;247.449;319.966
1271;;;;a.;Acute glomerulonephritis;19.356;9.186;10.170;0;1.958;3.000;2.366;1.124;313;254;170;0;1.870;3.839;2.787;1.104;219;162;190
1272;;;;b.;Chronic kidney disease due to diabetes;959.526;549.651;409.875;0;6.037;5.967;57.309;162.964;102.362;113.038;101.973;0;4.069;4.614;24.367;109.688;81.975;89.669;95.494
1273;;;;c.;Other chronic kidney disease;3.071.451;1.674.314;1.397.137;1;205.570;152.644;462.145;333.321;150.603;168.932;201.098;1;169.905;146.932;253.177;298.943;146.280;157.618;224.282
1280;;;2.;Benign prostatic hyperplasia;;275.231;275.231;0;0;0;0;0;26.766;104.016;86.565;57.884;0;0;0;0;0;0;0;0
1290;;;3.;Urolithiasis;;49.594;34.434;15.160;0;129;4.702;18.526;6.029;1.912;1.923;1.214;0;91;2.966;5.314;4.028;1.214;899;648
1300;;;4.;Other urinary diseases;;1.438.594;926.393;512.201;1.249;261.811;41.311;180.420;182.232;64.742;99.581;95.047;301;122.316;53.641;104.853;86.076;42.373;49.983;52.657
1310;;;5.;Infertility;;195.312;156.554;38.758;0;0;0;64.807;91.748;0;0;0;0;0;0;19.708;19.050;0;0;0
1320;;;6.;Gynecological diseases;;1.282.024;0;1.282.024;0;0;0;0;0;0;0;0;0;0;0;444.954;655.816;126.308;35.327;19.619
1330;;L.;Skin diseases;;;4.040.999;1.860.966;2.180.033;355;418.406;442.529;508.919;263.852;85.679;70.151;71.075;409;561.708;496.658;541.700;275.274;112.913;90.365;101.005
1340;;M.;Musculoskeletal diseases;;;7.461.706;3.465.849;3.995.857;0;0;117.475;737.018;1.387.739;558.474;408.690;256.453;0;0;149.102;826.360;1.524.351;657.090;485.079;353.875
1350;;;1.;Rheumatoid arthritis;;337.643;106.972;230.671;0;0;5.862;18.915;35.388;19.891;15.965;10.951;0;0;10.504;39.618;75.978;41.745;34.220;28.606
1360;;;2.;Osteoarthritis;;1.016.272;442.910;573.362;0;0;0;0;141.089;119.469;106.765;75.587;0;0;0;0;168.573;148.447;141.202;115.141
1370;;;3.;Gout;;65.178;47.486;17.692;0;0;0;3.483;17.609;10.241;9.413;6.740;0;0;0;1.175;5.842;3.808;3.783;3.084
1380;;;4.;Back and neck pain;;4.161.258;2.133.626;2.027.632;0;0;88.558;492.504;868.198;329.628;218.804;135.934;0;0;79.214;391.160;788.004;350.241;244.832;174.181
1390;;;5.;Other musculoskeletal disorders;;1.881.354;734.855;1.146.499;0;0;23.056;222.116;325.455;79.244;57.743;27.241;0;0;59.384;394.407;485.954;112.849;61.042;32.863
1400;;N.;Congenital anomalies;;;18.550.840;9.580.559;8.970.280;4.053.061;3.891.109;779.753;508.421;243.280;56.158;37.182;11.596;3.594.825;3.790.663;850.076;431.412;201.252;54.892;34.724;12.436
1410;;;1.;Neural tube defects;;3.563.960;2.145.676;1.418.284;1.200.087;709.200;113.720;65.345;39.608;9.501;5.476;2.740;726.065;457.903;103.351;67.566;42.330;10.716;6.505;3.847
1420;;;2.;Cleft lip and cleft palate;;149.270;67.678;81.593;31.362;34.356;665;639;444;109;65;38;52.162;27.641;588;573;410;108;67;43
1430;;;3.;Down syndrome;;295.795;146.634;149.162;35.192;84.489;10.496;8.777;5.607;1.492;581;0;38.946;74.850;10.984;12.098;9.504;2.092;689;0
1440;;;4.;Congenital heart anomalies;;4.671.098;2.601.645;2.069.452;890.383;1.260.365;246.020;147.349;51.495;3.401;2.478;155;656.424;1.058.066;229.598;95.574;23.701;3.695;2.179;216
1450;;;5.;Other chromosomal anomalies;;823.205;288.865;534.340;127.580;130.051;17.715;11.102;2.006;298;113;1;241.425;237.883;32.322;18.272;3.856;426;143;13
1460;;;6.;Other congenital anomalies;;9.047.512;4.330.061;4.717.450;1.768.457;1.672.648;391.139;275.208;144.120;41.357;28.469;8.664;1.879.803;1.934.320;473.234;237.328;121.450;37.856;25.142;8.317
1470;;O.;Oral conditions;;;1.450.608;688.732;761.876;0;6.226;58.425;152.524;256.679;97.917;69.519;47.441;0;5.688;68.781;175.080;269.987;104.141;77.924;60.274
1480;;;1.;Dental caries;;191.485;93.108;98.377;0;6.226;22.276;31.324;23.782;5.082;2.813;1.605;0;5.688;23.493;32.899;25.168;5.655;3.346;2.127
1490;;;2.;Periodontal disease;;396.974;211.343;185.631;0;0;0;34.771;102.616;38.261;23.193;12.502;0;0;0;25.489;84.732;36.391;24.161;14.858
1500;;;3.;Edentulism;;427.791;194.640;233.150;0;0;0;20.669;70.619;39.300;34.838;29.215;0;0;0;33.993;83.673;41.014;37.819;36.652
1502;;;4.;Other oral disorders;;434.358;189.641;244.717;0;0;36.149;65.760;59.661;15.274;8.676;4.119;0;0;45.288;82.699;76.414;21.081;12.599;6.637
1505;;P.;Sudden infant death syndrome;;;1.158.785;717.774;441.011;6.472;711.302;0;0;0;0;0;0;2.943;438.068;0;0;0;0;0;0
1510;III.;Injuries;;;;59.001.912;39.091.960;19.909.952;590.510;8.296.341;6.120.426;12.714.549;7.342.576;1.852.969;1.236.585;938.005;354.035;6.152.668;3.866.695;4.389.429;2.650.911;909.604;782.669;803.942
1520;;A.;Unintentional injuries;;;46.733.167;30.244.865;16.488.302;590.143;7.913.190;5.572.428;8.171.425;4.850.866;1.369.103;985.974;791.737;353.649;5.790.216;3.483.364;3.004.060;1.822.059;695.455;631.323;708.176
1530;;;1.;Road injury;;17.447.723;12.025.562;5.422.161;136.032;1.612.370;1.952.553;4.789.497;2.301.849;583.307;376.071;273.884;55.460;1.148.578;1.313.407;1.494.893;728.288;275.500;220.783;185.252
1540;;;2.;Poisonings;;2.120.466;1.309.321;811.145;50.915;793.016;125.469;162.277;111.992;32.535;20.980;12.138;20.738;547.037;72.183;86.882;47.674;15.213;11.595;9.822
1550;;;3.;Falls;;4.607.988;2.791.120;1.816.868;43.199;528.209;538.234;439.242;534.912;238.969;226.877;241.478;61.579;355.042;311.933;258.533;247.421;131.638;164.074;286.649
1560;;;4.;Fire, heat and hot substances;;3.324.534;1.778.518;1.546.016;48.794;716.118;322.075;257.405;232.727;81.788;65.411;54.200;16.550;721.293;273.271;201.639;153.554;59.265;55.499;64.945
1570;;;5.;Drowning;;5.428.828;3.521.867;1.906.961;34.872;1.211.694;1.150.183;671.774;300.216;68.336;49.183;35.608;18.438;881.483;570.493;255.577;100.731;30.142;24.068;26.029
1575;;;6.;Exposure to mechanical forces;;3.674.124;2.605.036;1.069.089;109.932;783.416;424.382;653.967;432.356;109.261;55.866;35.856;71.123;474.388;192.197;122.868;114.996;37.636;30.384;25.498
1580;;;7.;Natural disasters;;35.466;21.069;14.397;51;2.890;3.700;5.772;5.233;1.755;1.082;587;56;3.142;2.563;2.946;3.104;1.180;827;579
1590;;;8.;Other unintentional injuries;;10.094.038;6.192.371;3.901.666;166.348;2.265.477;1.055.831;1.191.492;931.581;253.153;190.504;137.986;109.705;1.659.252;747.317;580.722;426.292;144.883;124.092;109.402
1600;;B.;Intentional injuries;;;12.268.746;8.847.095;3.421.650;367;383.152;547.997;4.543.124;2.491.710;483.867;250.611;146.268;386;362.452;383.331;1.385.369;828.851;214.149;151.346;95.766
1610;;;1.;Self-harm;;3.573.381;2.443.685;1.129.696;0;0;122.062;1.019.935;810.554;235.266;148.462;107.406;0;0;37.046;459.068;323.800;132.101;107.440;70.242
1620;;;2.;Interpersonal violence;;7.140.501;5.286.426;1.854.075;2;361.766;305.242;3.031.997;1.315.239;175.553;69.558;27.069;2;340.466;258.049;768.680;379.464;57.730;31.061;18.622
1630;;;3.;Collective violence and legal intervention;;1.554.863;1.116.984;437.879;365;21.386;120.693;491.192;365.918;73.048;32.591;11.792;385;21.986;88.235;157.621;125.587;24.318;12.845;6.903
